id,name,duration,genre,titleYear,releaseDate,director,language,budget,cast,link
1285,Aghaat,138,"Drama, Crime",1985,1987-04-28,Govind Nihalani,Hindi,0,"Om Puri,Gopi,Pankaj Kapur,Naseeruddin Shah,Deepa Sahi,Amrish Puri,Sadashiv Amrapurkar,Rohini Hattangadi,Salim Ghouse,Vijay Kashyap,Loveleen Mishra,Harish Patel,Achyut Potdar,K.K. Raina,M.K. Raina",http://www.imdb.com/title/tt0177490/?ref_=adv_li_tt
1286,Aghaton Ajo Ghatey,0,,1989,1989-12-15,Amal Mitra,Bengali,0,"Anil Chatterjee,Anup Kumar,Madhabi Mukherjee,Tarun Kumar,Sandhya Rani",http://www.imdb.com/title/tt1589965/?ref_=adv_li_tt
1287,Agla Mausam,0,Drama,1989,1989-01-01,Sagar Sarhadi,Hindi,0,"Pankaj Kapur,Supriya Pathak",http://www.imdb.com/title/tt4656676/?ref_=adv_li_tt
1288,Agnathavasam,0,,1973,,A.B. Raj,Malayalam,0,"Adoor Bhasi,Rani Chandra,Prem Nazir,Jose Prakash,Prema,Sankaradi,Vijayashree",http://www.imdb.com/title/tt0276763/?ref_=adv_li_tt
1289,Agnee,0,,1988,1988-11-18,J. Om Prakash,Hindi,0,"Mithun Chakraborty,Chunky Pandey,Amrita Singh,Mandakini,Anupam Kher,Alok Nath,Kiran Kumar,Tanuja,Asrani,Shafi Inamdar,Anjana Mumtaz,Satyendra Kapoor,Rajesh Puri,Sudhir Dalvi,Jamuna",http://www.imdb.com/title/tt0247915/?ref_=adv_li_tt
1290,Agnee,0,"Action, Drama",2004,2004-09-25,Swapan Saha,Oriya,0,"Prasenjit Chatterjee,Rachana Banerjee,Tapas Pal,Abhishek Chatterjee,Master Angshu,Nilanjana Bhowmik,Locket Chatterjee,Sonali Chowdhury,Dulal Lahiri,Bodhisattva Mazumdar,Rajesh Sharma",http://www.imdb.com/title/tt1423887/?ref_=adv_li_tt
1291,Agneekaal,161,"Action, Crime, Drama",1990,1990-10-19,Abbas Alibhai Burmawalla,Hindi,0,"Masum Ali,Sadashiv Amrapurkar,Tinnu Anand,Raj Babbar,Leena Das,Kalpana Divan,Jeetendra,Raju Karia,Ali Khan,Huma Khan,Razak Khan,Kiran Kumar,Kunika,Madhavi,Amrit Patel",http://www.imdb.com/title/tt0096775/?ref_=adv_li_tt
1292,Agneepankh,130,Drama,2014,,,Marathi,0,"Pooja Nayak,Milind Gawali,Rohit Mugullu",http://www.imdb.com/title/tt4479712/?ref_=adv_li_tt
1293,Agneepath,174,"Action, Crime, Drama",2012,2012-01-26,Karan Malhotra,Hindi,600000000,"Hrithik Roshan,Priyanka Chopra,Sanjay Dutt,Rishi Kapoor,Madhurjeet Sarghi,Inaamulhaq,Rajesh Tandon,Kanika Tiwari,Om Puri,Arush Bhiwandiwala,Deven Bhojani,Sunil Chauhan,Ravi Jhankal,Ayesha Kaduskar,Katrina Kaif",http://www.imdb.com/title/tt1849718/?ref_=adv_li_tt
1294,Agneepath,174,"Action, Crime, Drama",1990,1990-02-16,Mukul Anand,Hindi,0,"Amitabh Bachchan,Mithun Chakraborty,Madhavi,Neelam Kothari,Danny Denzongpa,Alok Nath,Rohini Hattangadi,Tinnu Anand,Vikram Gokhale,Archana Puran Singh,Master Manjunath,Sharat Saxena,Goga Kapoor,Monty Sharma,Avtar Gill",http://www.imdb.com/title/tt0098999/?ref_=adv_li_tt
1295,Agni,0,,1989,,K. Raghavendra Rao,Telugu,0,"Nagarjuna Akkineni,Mohan Babu,Brahmanandam,Shanti Priya",http://www.imdb.com/title/tt0257373/?ref_=adv_li_tt
1296,Agni,117,,1978,,C. Radhakrishnan,Malayalam,0,"Madhu,Balan K. Nair,Vidhubala",http://www.imdb.com/title/tt0271955/?ref_=adv_li_tt
1297,Agni Chirakulla Thumbi,0,,1988,,P.K. Krishnan,Malayalam,0,,http://www.imdb.com/title/tt0352144/?ref_=adv_li_tt
1298,Agni Devan,0,"Drama, Musical",1995,,Venu Nagavalli,Malayalam,0,"Mohanlal,Revathy,Devan,Gopi,Jagadish,Captain Raju,Maniyanpilla Raju,Karamana Janardanan Nair,Ratheesh,Sukumari,Mala Aravindan,Beena Antony,T.P. Madhavan,Poojappura Ravi,Rohini Hattangadi",http://www.imdb.com/title/tt0291711/?ref_=adv_li_tt
1299,Agni Divya,0,,1951,,V. Rajan,Kannada,0,,http://www.imdb.com/title/tt0388686/?ref_=adv_li_tt
1300,Agni IPS,0,,1997,1997,Anand P. Raju,Kannada,0,"Saroja Devi B.,Saikumar,Ranjitha,Umashree,Sathya Prakash,Sudheer,Lakshman,Joe Simon,Rockline Venkatesh,Vasudeva Rao,Rathnakar,B. Jaya,Manjaiah,Mandeep Rai,Vijayasarathy",http://www.imdb.com/title/tt3368858/?ref_=adv_li_tt
1301,Agni Jwala,0,Action,2001,2001-01-01,,Hindi,0,"Rahul Dev,Isha Koppikar,Ramya Krishnan,Raghuvaran,Sharat Saxena,Vijayakanth",http://www.imdb.com/title/tt4966286/?ref_=adv_li_tt
1302,Agni Kanya,0,,1990,1990-05-18,Gopal Gupta,Bengali,0,"Farooq Shaikh,Rupa Ganguly,Utpal Dutt,Anil Chatterjee,Sunil Bhattacharya,Jhuma Bose,S.N. Chakraborty,Kalyan Chatterjee,Lolita Chatterjee,Ramapati Chatterjee,Gitika Roy Chowdhury,Benu Dasgupta,Shilpa Deb,Arghya Dey,Gautam Dey",http://www.imdb.com/title/tt0388687/?ref_=adv_li_tt
1303,Agni Keratalu,0,,1988,,Rama Rao Tatineni,Telugu,0,"Giri Babu,Bhanupriya,Krishna Ghattamaneni,Maruthirao Gollapudi,Jayamalini,Nutan Prasad,Kalpana Rai,Ranganath,Narra Venkateswara Rao,Sharada",http://www.imdb.com/title/tt0259838/?ref_=adv_li_tt
1304,Agni Kshethram,0,,1980,,P.T. Rajan,Malayalam,0,Prem Nazir,http://www.imdb.com/title/tt0315753/?ref_=adv_li_tt
1305,Agni Morcha,0,Action,1997,1997-04-04,Raju Chutani,Hindi,1000000,"Aparajita,Birbal,Charlie,Dharmendra,Jack Gaud,Avtar Gill,Sameer Khakhar,Mushtaq Khan,Mukesh Khanna,Ravi Kishan,Veeru Krishnan,Johnny Lever,Manmauji,Raza Murad,Pinky",http://www.imdb.com/title/tt2006049/?ref_=adv_li_tt
1306,Agni Muhurtham,0,,1987,,Soman Ambaat,Malayalam,0,,http://www.imdb.com/title/tt0352145/?ref_=adv_li_tt
1307,Agni Nakshatram,0,,1977,1977-04-14,A. Vincent,Malayalam,0,"P.K. Abraham,Bahadoor,Paravoor Bharathan,Adoor Bhasi,Bindulatha,James,Janardanan,Lakshmi,Sam,Sankaradi,Kottayam Santha,Mohan Sharma,M.G. Soman,K.P.A.C. Sunny,Oduvil Unnikrishnan",http://www.imdb.com/title/tt0075644/?ref_=adv_li_tt
1308,Agni Nakshatram,0,,1989,,Sarath,Telugu,0,Mohan Babu,http://www.imdb.com/title/tt0096776/?ref_=adv_li_tt
1309,Agni Natchathiram,146,"Action, Crime, Drama",1988,,Mani Ratnam,Tamil,0,"Karthik,Prabhu,Vijayakumar,Amala Akkineni,Nirosha,Jayachitra,Thara",http://www.imdb.com/title/tt0094621/?ref_=adv_li_tt
1310,Agni Nilavu,0,,1991,,N. Sankaran Nair,Malayalam,0,,http://www.imdb.com/title/tt0258396/?ref_=adv_li_tt
1311,Agni Paarvai,0,,1992,,P. Madhavan,Tamil,0,,http://www.imdb.com/title/tt0317061/?ref_=adv_li_tt
1312,Agni Pankh,0,"Drama, Romance",2004,,Sanjeev Puri,Hindi,0,"Jimmy Shergill,Sameer Dharmadhikari,Rahul Dev,Shamita Shetty,Richa Pallod,Akshay Anand,Divya Dutta,Ashish Vidyarthi,Kulbhushan Kharbanda,Vrajesh Hirjee,Kiran Kumar,Benjamin Gilani,Vishwajeet Pradhan,Daya Shankar Pandey,Bakul Thakker",http://www.imdb.com/title/tt0363413/?ref_=adv_li_tt
1313,Agni Pareeksha,0,"Crime, Drama",1981,1981-03-21,Kamal Majumdar,Hindi,0,"Amol Palekar,Parikshat Sahni,Rameshwari,Veena,Utpal Dutt,Iftekhar,Shreeram Lagoo,S.N. Banerjee,Jankidas,Shekhar Kapur,Nana Palsikar,Jagdish Raj,Dinesh Thakur",http://www.imdb.com/title/tt0377337/?ref_=adv_li_tt
1314,Agni Pareeksha,120,Romance,1954,1954-09-03,Agradoot,Bengali,0,"Uttam Kumar,Suchitra Sen,Chandrabati Devi,Kamal Mitra,Suprova Mukerjee,Jahar Ganguli,Anup Kumar,Reba Bose,Sikharani Bag,Bibhu Bhattacharya,Bireshwar Bhattacharya,Jayanta Bhattacharya,Panchanan Bhattacharya,Sabita Bhattacharya,Manoj Biswas",http://www.imdb.com/title/tt0046686/?ref_=adv_li_tt
1315,Agni Pareeksha,0,,1968,,M. Krishnan Nair,Malayalam,0,"Adoor Bhasi,Prem Nazir,Sathyan,Sharada,L.V. Sharada,Sheela",http://www.imdb.com/title/tt0254938/?ref_=adv_li_tt
1316,Agni Pareeksha,181,,1951,,P. Manikyam,Telugu,0,"Chilakalpud Seeta Rama Anjaneyulu,Lakshmikantam,Lakshmirajyam,Savitri",http://www.imdb.com/title/tt0331165/?ref_=adv_li_tt
1317,Agni Pareeksha,0,,1970,,Varaprasadarao K.,Telugu,0,"Anjali Devi,Gummadi,Sridevi",http://www.imdb.com/title/tt0186805/?ref_=adv_li_tt
1318,Agni Parikshya,0,Drama,1980,1980-04-18,Balai Sen,Oriya,1425000,"Sriram Panda,Mahashweta Roy,Prasana Pati,Surya Misra,Snigdha Mohanty,Nagen Roy,Saraswati",http://www.imdb.com/title/tt1411605/?ref_=adv_li_tt
1319,Agni Parikshya,0,,2005,2005,Surya Misra,Oriya,0,"Siddhant Mahapatra,Anu Choudhury,Uttam Mohanty,Bijoy Mohanty,Hara Patnaik,Anita Das,Asit Pati,Jairam Samal,Harihara Mahapatra,Runu Parija",http://www.imdb.com/title/tt1431202/?ref_=adv_li_tt
1320,Agni Parvatham,0,,1985,,K. Raghavendra Rao,Telugu,0,"Krishna Ghattamaneni,Kongara Jaggaiah,Noothan Prasad,Radha,Raogopalrao,Sharada,Vijayshanti",http://www.imdb.com/title/tt0257374/?ref_=adv_li_tt
1321,Agni Parvatham,0,,1979,,P. Chandrakumar,Malayalam,0,,http://www.imdb.com/title/tt0332560/?ref_=adv_li_tt
1322,Agni Poolu,0,Drama,1981,,K. Bapaiah,Telugu,0,"Krishnamraju,Jayasudha,Jaya Prada,Satyanarayana Kaikala,Sridhar,Allu Ramalingaiah,Jayanthi,Gummadi,Nirmalamma",http://www.imdb.com/title/tt0154119/?ref_=adv_li_tt
1323,Agni Pravesam,0,Drama,1978,1978,,Tamil,0,Srikanth,http://www.imdb.com/title/tt2710230/?ref_=adv_li_tt
1324,Agni Prem,0,Action,1996,1996-04-26,Rukun,Hindi,1000000,"Tinnu Anand,Farheen,Johnny Lever,Alok Nath,Rajat,Aashif Sheikh,Shatrughan Sinha",http://www.imdb.com/title/tt2589006/?ref_=adv_li_tt
1325,Agni Prem,0,Thriller,2003,2003-01-01,,Hindi,0,"Chandni Gupta,Junior Shakti Kapoor,Amit Pachori,Aman Sagar",http://www.imdb.com/title/tt3967980/?ref_=adv_li_tt
1326,Agni Putrudu,0,,1987,1987-08-12,K. Raghavendra Rao,Telugu,0,"Akkineni Nageshwara Rao,Nagarjuna Akkineni,Shivaji Ganesan,Sharada,Chalapathi Rao,Maruthirao Gollapudi,Dubbing Janaki,Satyanarayana Kaikala,Nutan Prasad,Narayana P.L.,Rajani,Rajitha,Rallapalli,Suthi Velu,Vijaya Y.",http://www.imdb.com/title/tt0257375/?ref_=adv_li_tt
1327,Agni Rekha,0,,1973,,Mahesh Kaul,Hindi,0,"Asrani,Bindu,Helen,Durga Khote,Sanjeev Kumar,Sharada",http://www.imdb.com/title/tt0231107/?ref_=adv_li_tt
1328,Agni Sakshi,142,"Musical, Romance, Thriller",1996,1996-03-15,Partho Ghosh,Hindi,0,"Jackie Shroff,Nana Patekar,Manisha Koirala,Divya Dutta,Ravi Behl,Alok Nath,Ashalata Wabgaonkar,Subbiraj,Avtar Gill,Achyut Potdar,Brijesh Tiwari,Pradeep Chaudhry",http://www.imdb.com/title/tt0115484/?ref_=adv_li_tt
1329,Agni Sakshi,151,Drama,1982,,K. Balachander,Tamil,0,"Kamal Haasan,Rajinikanth,Saritha,Sivakumar",http://www.imdb.com/title/tt0154120/?ref_=adv_li_tt
1330,Agni Sakshi,100,,1999,1999-07-03,Shyamaprasad,Malayalam,0,"Rajit Kapoor,Madambu Kunhukuttan,Madhupal,Praveena,Shobana,Srividya",http://www.imdb.com/title/tt0205727/?ref_=adv_li_tt
1331,Agni Sakshi,0,,1990,,,Telugu,0,,http://www.imdb.com/title/tt0388688/?ref_=adv_li_tt
1332,Agni Samadhi,0,,1983,,K.S.R. Doss,Telugu,0,Kongara Jaggaiah,http://www.imdb.com/title/tt1321330/?ref_=adv_li_tt
1333,Agni Samskaram,0,Drama,1980,1980-02-21,Gv Prabhakar,Telugu,0,Chiranjeevi,http://www.imdb.com/title/tt0245690/?ref_=adv_li_tt
1334,Agni Sankat,0,Drama,1992,1992,Shantunu Misra,Oriya,4245000,"Mihir Das,Mahashweta Roy,Jairam Samal",http://www.imdb.com/title/tt1433268/?ref_=adv_li_tt
1335,Agni Sanskar,0,,1961,,Agradoot,Bengali,0,"Shishir Batabyal,Ardhendu Bhattacharya,Panchu Bhattacharya,Chhabi Biswas,Anil Chatterjee,Supriya Choudhury,Chhaya Devi,Uttam Kumar,Kamal Mitra,Sisir Mitra,Nitish Mukherjee,Shailen Mukherjee,Bikash Roy,Pahadi Sanyal,Bireswar Sen",http://www.imdb.com/title/tt0149602/?ref_=adv_li_tt
1336,Agni Saram,0,,1981,,A.B. Raj,Malayalam,0,,http://www.imdb.com/title/tt0332561/?ref_=adv_li_tt
1337,Agni Shalabhangal,0,,1993,,P. Chandrakumar,Malayalam,0,,http://www.imdb.com/title/tt0353166/?ref_=adv_li_tt
1338,Agni Shuddhi,0,,1984,1984-06-22,Sachin Adhikari,Bengali,0,"Dipankar Dey,Sumitra Mukherjee,Rinku Adhikari,Reena Bandyopadhyay,Sanghamitra Bandyopadhyay,Swapna Bandyopadhyay,Montu Banerjee,Haradhan Bannerjee,Shakuntala Barua,Tapati Bhattacharya,Biren Chatterjee,Neeta Chattopadhyay,Ramen Das,Subhash Debnath,Tapan Dutta",http://www.imdb.com/title/tt1587736/?ref_=adv_li_tt
1339,Agni Teertham,0,,1990,,B. Jayachandran,Tamil,0,,http://www.imdb.com/title/tt0388689/?ref_=adv_li_tt
1340,Agni Trishna,0,,1989,,Prabhat Roy,Bengali,0,"Prasenjit Chatterjee,Chiranjit,Ranjit Mallick,Debashree Roy,Satabdi Roy,Rupa Ganguly,Madhabi Mukherjee,Master Tapu",http://www.imdb.com/title/tt0363414/?ref_=adv_li_tt
1341,Agni Veena,0,,1990,,Manmohan Mahapatra,Oriya,0,"Jaya B.,Brundaban Barik,Ashim Basu,Hemanta Das,Namrta Das,Pushpa Panda,Bijay Samal",http://www.imdb.com/title/tt0235168/?ref_=adv_li_tt
1342,Agni Vyooham,0,,1979,,P. Chandrakumar,Malayalam,0,,http://www.imdb.com/title/tt0332562/?ref_=adv_li_tt
1343,Agni Yudham,0,,1981,,K. Uma Thankam,Malayalam,0,,http://www.imdb.com/title/tt0343353/?ref_=adv_li_tt
1344,Agnibanya,0,Action,1964,1964-01-01,Sree Jayadratha,Bengali,0,"Asitbaran,Biswajeet,Manju Dey,Tapati Ghosh,Tarun Kumar,Kamal Mitra,Amar Mullick,Jahar Roy,Sandhya Roy",http://www.imdb.com/title/tt3867472/?ref_=adv_li_tt
1345,Agnibhramar,0,,1973,1973-11-02,Ajit Ganguly,Bengali,0,"Kali Bannerjee,Kanu Bannerjee,Soumitra Chatterjee,Utpal Dutt,Kamal Mitra,Pahadi Sanyal",http://www.imdb.com/title/tt1516006/?ref_=adv_li_tt
1346,Agnichakra,0,Action,1997,1997-02-26,Ketan Anand,Hindi,0,"Naseeruddin Shah,Govinda,Dimple Kapadia,Raj Kiran,Somy Ali,Anupam Kher,Pramod Moutho,Brando Bakshi,Beena Banerjee,Birbal,Kamal Chopra,Bob Christo,Bindiya Gill,Geeta Khanna,Vishal Khanna",http://www.imdb.com/title/tt0112308/?ref_=adv_li_tt
1347,Agnidaah,0,Drama,1985,1985-01-01,,Hindi,0,"Ravi Baswani,Neena Gupta,Anupam Kher,Karan Razdan,Zarina Wahab",http://www.imdb.com/title/tt2674208/?ref_=adv_li_tt
1348,Agnidivya,131,Drama,2009,2009-08-07,Ajit Shirole,Marathi,0,"Mohan Agashe,Subodh Bhave,Mohan Joshi,Reema Lagoo,Neha Pendse,Amey Wagh",http://www.imdb.com/title/tt2378008/?ref_=adv_li_tt
1349,Agnigundam,0,"Action, Family, Drama",1984,1984-11-23,Kranthi Kumar,Telugu,0,"Chiranjeevi,Sumalatha,Sujatha,Sarath Babu,Nutan Prasad,Rallapalli,Raogopalrao,Silk Smitha,Suthi Velu",http://www.imdb.com/title/tt0245691/?ref_=adv_li_tt
1350,Agnikankan: Branded Oath,129,"Action, Drama",1932,,Rajaram Vankudre Shantaram,Marathi,0,"Shankarrao Bhosle,Kamaladevi,Master Vinayak,Budasaheb,Nimbalkar,Leela,Baburao Pendharkar",http://www.imdb.com/title/tt0258689/?ref_=adv_li_tt
1351,Agnimrigam,0,,1971,,M. Krishnan Nair,Malayalam,0,,http://www.imdb.com/title/tt0257376/?ref_=adv_li_tt
1352,Agninakshathram,0,"Action, Horror, Thriller",2004,,,Malayalam,0,"Suresh Gopi,Biju Menon,Siddique,Aishwarya,Indraja,Jagathi Sreekumar,Madambu Kunhukuttan,Saikumar,Nazzer,Bindu Panikkar",http://www.imdb.com/title/tt0481053/?ref_=adv_li_tt
1353,Agnipath,0,Action,2005,2005-01-01,Sujit Guha,Bengali,0,"Biplab Chatterjee,Inder Kumar,Dulal Lahiri,Ranjit Mallick,Ashok Mukherjee,Mrinal Mukherjee,Santu Mukherjee,Laboni Sarkar",http://www.imdb.com/title/tt5184714/?ref_=adv_li_tt
1354,Agnipushpam,0,,2001,2001-10,U.C. Roshan,Malayalam,0,Usman,http://www.imdb.com/title/tt0321107/?ref_=adv_li_tt
1355,Agnipushpam,0,,1976,,Jeassy,Malayalam,0,Prem Nazir,http://www.imdb.com/title/tt0280405/?ref_=adv_li_tt
1356,Agniputhri,144,,1967,,M. Krishnan Nair,Malayalam,0,"Bahadur,T.K. Balachandran,Adoor Bhasi,T.S. Muthaiah,Prem Nazir,T.R. Omana,S.P. Pillai,Sheela,Vasantha",http://www.imdb.com/title/tt0213432/?ref_=adv_li_tt
1357,Agniputhri,0,,2001,2001-10,J. Krishnachandra,Malayalam,0,Shakeela,http://www.imdb.com/title/tt0321108/?ref_=adv_li_tt
1358,Agniputra,0,Action,2000,2000-01-01,Vijay Reddy,Hindi,10000000,"Asrani,Mithun Chakraborty,Pinky Chinoy,Prem Chopra,Deepshika,Maleeka Ghai,Bharat Kapoor,Pramod Moutho,Shashikala,Deepak Shirke,Vinita",http://www.imdb.com/title/tt2008444/?ref_=adv_li_tt
1359,Agnisambhabha,0,,1959,1959-09-11,Sushil Majumdar,Bengali,0,"Manjula Bannerjee,Nirmal Kumar,Chhabi Biswas,Kali Bannerjee,Kamala Mukherjee,Banani Choudhury,Rishi Banerjee,Premangshu Bose,Ajit Chatterjee,Nripati Chatterjee,Supriya Chatterjee,Dilip Chowdhury,Dhiraj Das,Master Debashish,Aparna Devi",http://www.imdb.com/title/tt0236959/?ref_=adv_li_tt
1360,Agnishapath,120,"Action, Drama, Mystery",2006,2006,Prabir Nandi,Bengali,0,"Dev,Rachana Banerjee,Dipankar Dey,Soumili Biswas,Indrajit Chakraborty,Sabyasachi Chakraborty,Debdut Ghosh,Meghna Halder,Dulal Lahiri,Rajesh Sharma",http://www.imdb.com/title/tt4773074/?ref_=adv_li_tt
1361,Agnishika,0,Drama,1999,1999-01-01,Sujit Guha,Bengali,0,"Biplab Chatterjee,Prasenjit Chatterjee,Ranjit Mallick,Anuradha Roy,Ronit Roy,Rituparna Sengupta",http://www.imdb.com/title/tt5158620/?ref_=adv_li_tt
1362,Agnishwar,62,Drama,1975,1975,Arabinda Mukhopadhyay,Bengali,0,"Uttam Kumar,Madhabi Mukherjee,Asitbaran,Subrata Chatterjee,Tarun Kumar,Kajal Gupta,Haridhan Mukherjee,Sulata Chowdhury,Shambhu Bhattacharya,Sumitra Mukherjee,Dilip Roy,Bimal Banerjee,Krishna Banerjee,Tapati Banerjee,Durgadas Bannerjee",http://www.imdb.com/title/tt2902584/?ref_=adv_li_tt
1363,Agnisikha,0,,1962,1962-06-01,Rajen Tarafder,Bengali,0,"Chhabi Biswas,Vasant Choudhury,Anup Kumar,Pahadi Sanyal,Bhanu Bannerjee,Jahar Roy,Chhaya Devi,Gyanesh Mukherjee,Kamal Mitra,Gangapada Basu,Shishir Batabyal,Dwiju Bhawal,Madhuri Chakraborty,Kanika Majumdar,Sita Mukherjee",http://www.imdb.com/title/tt1584007/?ref_=adv_li_tt
1364,Agnisikha,0,Drama,2007,2007,Himanshu Parija,Oriya,2500000,"Suresh Bal,Akshaya Bastia,Mihir Das,Saroj Das,Sunil Kumar,Pradyumna Lenka,Pushpa Panda,Runu Parija,Hara Patnaik,Barsa Priyadarshini,Papi Santuka,Braja Singh",http://www.imdb.com/title/tt1462395/?ref_=adv_li_tt
1365,Agnisnaan,172,,1985,,Bhabendra Nath Saikia,Assamese,0,"Indra Bania,Kashmiri Barua,Chetana Das,Ashok Deka,Malaya Goswami,Arjun Guha-Thakurta,Arun Nath,Biju Phukan",http://www.imdb.com/title/tt0088684/?ref_=adv_li_tt
1366,Agnivarsha: The Fire and the Rain,126,"Drama, Fantasy",2002,2002-08-30,Arjun Sajnani,Hindi,0,"Jackie Shroff,Kumar Iyengar,Raveena Tandon,Nagarjuna Akkineni,Ashfaq Rauf,Milind Soman,Sonali Kulkarni,Gopal Piplani,Tarun Kapoor,Prabhudheva,Raghuvir Yadav,Mohan Agashe,Veena Sajnani,Sandeep B.G.,Zul Vellani",http://www.imdb.com/title/tt0326722/?ref_=adv_li_tt
1367,Agniyanu Njan Agni,0,,1986,,Kothanda Rama Reddy,Malayalam,0,"Chiranjeevi,Jaya Prada",http://www.imdb.com/title/tt0352146/?ref_=adv_li_tt
1368,Ago Chumma Deda Rajaji,0,Romance,2005,2005-01-01,Javed Sayyed,Bhojpuri,0,"Bhagyashree,Sweety Chhabra,Deepshika,Ravi Kishan,Upasna Singh,Brijesh Tiwari,Manoj Tiwari",http://www.imdb.com/title/tt5216336/?ref_=adv_li_tt
1369,Agra Road,0,,1957,,Ravindra Dave,Hindi,0,"Vijay Anand,Master Bhagwan,Dhumal,Nanda,Shakila",http://www.imdb.com/title/tt0212745/?ref_=adv_li_tt
1370,Agradani,118,Drama,1983,1983,Palash Bannerjee,Bengali,0,"Prasenjit Chatterjee,Soumitra Chatterjee,Sandhya Roy,Sumitra Mukherjee,Chhaya Devi,Anil Chatterjee,Bimal Deb",http://www.imdb.com/title/tt4718656/?ref_=adv_li_tt
1371,Agraja,0,,2014,2014-04-18,Srinandan,Kannada,0,"Jaggesh,Darshan Thoogudeep,Kamna Jethmalani,Sanjjanaa Archana Galrani,Doddanna,Sadhu Kokila,Sadashiv Brahmavar",http://www.imdb.com/title/tt3686142/?ref_=adv_li_tt
1372,Agrajan,0,,1995,,Dennis Joseph,Malayalam,0,"Rajan P. Dev,Manoj K. Jayan,Ganesh Kumar",http://www.imdb.com/title/tt0235169/?ref_=adv_li_tt
1373,Agreement,0,"Musical, Comedy, Drama",1980,1980-08-08,Anil Ganguly,Hindi,0,"Rekha,Utpal Dutt,Shailendra Singh,Asrani,Aruna Irani,Sujit Kumar,Bindu,Nandita Thakur,Piloo J. Wadia,Sheetal,Farita Boyce,M.M. Baig,Harish Magon,Dinesh Hingoo,Viju Khote",http://www.imdb.com/title/tt0360340/?ref_=adv_li_tt
1374,Agun,0,,1988,1988-05-06,Victor Banerjee,Bengali,0,"Victor Banerjee,Soumitra Chatterjee,Utpal Dutt,Asit Kumar Sen,Anil Chatterjee,Subhendu Chatterjee,Manoj Mitra,Dilip Roy,Divya Rana,Tanuja,Tanushree Shankar,Ishani Banerjee,Kanika Banerjee,Sumit Banerjee,Bijoy Barman",http://www.imdb.com/title/tt1527053/?ref_=adv_li_tt
1375,Agyaat,130,"Drama, Horror, Mystery",2009,2009-08-07,Ram Gopal Varma,Hindi,0,"Nithiin,Priyanka Kothari,Rasika Dugal,Gautam Rode,Ishrat Ali,Howard Rosemeyer,Ravi Kale,Kali Prasad Mukherjee,Ishtiyak Khan,Joy Fernandes,Adesh Bhardwaj,Vijay Vinayak Joshi",http://www.imdb.com/title/tt1415252/?ref_=adv_li_tt
1376,Ah Aah: Anbe Aaruyire,0,Romance,2005,2005-08-15,Surya S.J.,Tamil,100000000,"Surya S.J.,Meera Chopra,Urvashi,Santhanam,Pandu,Nellai Siva,Mayilsamy",http://www.imdb.com/title/tt0443310/?ref_=adv_li_tt
1377,Aha,0,Drama,1998,1998,Suresh Krishna,Telugu,0,"Jagapathi Babu,Sanghavi,Raghuvaran,Jayasudha,Chandramohan,Annapoorna,Bhanupriya,Rajeev Kanakala,Raghunatha Reddy,Vijayakumar",http://www.imdb.com/title/tt1633161/?ref_=adv_li_tt
1378,Aha Naa Pellanta,147,Comedy,1987,,Jandhyala,Telugu,0,"Rajendraprasad,Rajani,Nutan Prasad,Srinivasa Rao Kota,Brahmanandam,Rallapalli,Suthi Veerabhadra Rao,Ashok Rao,Subhalekha Sudhakar,Vidyasagar",http://www.imdb.com/title/tt0249336/?ref_=adv_li_tt
1379,Aha Naa Pellanta,142,Comedy,2011,2011-03-02,Veerabhadram,Telugu,0,"Allari Naresh,Ritu Barmecha,Brahmanandam,Srihari,Aahuthi Prasad,Dharmavarapu Subramanyam,M.S. Narayana,Satyam Rajesh,Nagineedu,Anitha,Vajja Venkata Giridhar,Rajitha,Krishna Bhagavan,Ranganath,Jayaprakash Reddy",http://www.imdb.com/title/tt2071405/?ref_=adv_li_tt
1380,Ahagaaram,0,,1983,,D. Sasi,Malayalam,0,Thikkurisi Sukumaran Nair,http://www.imdb.com/title/tt0344800/?ref_=adv_li_tt
1381,Ahalya,0,Drama,1998,1998,Bijay Ketan Mishra,Oriya,0,"Hemanta Das,Mihir Das,Tanuja Nayak,Dipti Panda",http://www.imdb.com/title/tt1459824/?ref_=adv_li_tt
1382,Ahalya,0,,1978,,Thoma,Malayalam,0,,http://www.imdb.com/title/tt0271956/?ref_=adv_li_tt
1383,Aham,119,Drama,1992,,T. Rajeevnath,Malayalam,0,"Mohanlal,Suresh Gopi,Nedumudi Venu,Urvashi,Ramya Krishnan",http://www.imdb.com/title/tt0353167/?ref_=adv_li_tt
1384,Aham Premasmi,0,Romance,2005,2005-05-27,V. Ravichandran,Kannada,0,"Balaji,Aarti Chhabria,V. Ravichandran,Ramakrishna,Chitra Shenoy",http://www.imdb.com/title/tt0470192/?ref_=adv_li_tt
1385,Ahankaar,0,,1995,,Ashim S. Samanta,Hindi,0,"Mohnish Bahl,Mithun Chakraborty,Prem Chopra,Gulshan Grover,Dinesh Hingoo,Aruna Irani,Daisy Irani,Arif Khan,Mamta Kulkarni,Sunila,Tiku Talsania,Ajit Vachani",http://www.imdb.com/title/tt0112309/?ref_=adv_li_tt
