id,name,duration,genre,titleYear,releaseDate,director,language,budget,cast,link
1,"#73, Shaanthi Nivaasa",157,"Drama, Family, Musical",2007,2007-06-15,Sudeep,Kannada,0,"Sudeep,Anu Prabhakar,Deepa Bhaskar,Master Hirannayya,Srinivasa Murthy,Ramesh Bhat,Komal Kumar,Deepu,Arun Sagar,Vaishali Kasaravalli,Chitra Shenoy,Rohit,Shivarajkumar,Vishnuvardhan",http://www.imdb.com/title/tt1442481/?ref_=adv_li_tt
2,#Pellichoopulu,125,"Comedy, Drama, Romance",2016,2016-07-29,Tharun Bhascker Dhaassyam,Telugu,7500000,"Abhay Bethiganti,Vijay Deverakonda,Anish Kuruvilla,Padmaja Lanka,Gururaj Manepalli,Priyadarshi Pulikonda,Kedar Shankar,Sujatha,Ritu Varma",http://www.imdb.com/title/tt5824826/?ref_=adv_li_tt
3,'42,156,,1951,,Hemen Gupta,Bengali,0,"Harimohan Bose,Manju Dey,Pradeep Kumar,Sombhu Mitra,Bikash Roy,Kali Sarkar,Suruchi Sengupta",http://www.imdb.com/title/tt0215457/?ref_=adv_li_tt
4,'D',107,"Crime, Drama, Thriller",2005,2005-06-03,Vishram Sawant,Hindi,0,"Randeep Hooda,Chunky Pandey,Rukhsar,Isha Koppikar,Yashpal Sharma,Sushant Singh,Goga Kapoor,Ishrat Ali,Raj Arjun,Nagesh Bhonsle,Vrajesh Hirjee,Zaheed Hurrain,Zakir Hussain,Narayan Jadhav,Vinod Jaywant",http://www.imdb.com/title/tt0454435/?ref_=adv_li_tt
5,'Ferry',0,"Drama, Family",1954,,Hemen Gupta,Hindi,0,"Dev Anand,Babu,Rani Bala,Geeta Bali,Baby Bula,Chand Burke,Parveen Irani,Jankidas,Nand Kishore,Baby Nalini,Premlata,Moppet Rajoo,Narbada Shankar,Ram Singh",http://www.imdb.com/title/tt0215890/?ref_=adv_li_tt
6,'Kaash',140,"Drama, Family",1987,1987-09-04,Mahesh Bhatt,Hindi,0,"Jackie Shroff,Dimple Kapadia,Master Makrand,Anupam Kher,Mehmood,Mukri,Satish Kaushik,Akash Khurana,Sarita Sethi,Avtar Gill,Raju Kher,Dalip Tahil,Subbiraj,Kamal Chopra,R.S. Chopra",http://www.imdb.com/title/tt0156691/?ref_=adv_li_tt
7,'Sambandh',0,"Drama, Family",1969,1969-03-07,Ajoy Biswas,Hindi,0,"Deb Mukherjee,Anjana Mumtaz,Sulochana Latkar,Anita Dutt,Achala Sachdev,Vijaya Choudhury,Abhi Bhattacharya,Nana Palsikar,Ulhas,Leela Mishra,Rani,Jankidas,Manisha,Dilloo,Manik Dutt",http://www.imdb.com/title/tt0362111/?ref_=adv_li_tt
8,... Re: yakshaprashne,0,Comedy,2016,2016-03-04,Sunil Kumar Desai,Kannada,0,"Ramesh Aravind,Anant Nag,Harshika Poonacha,Suman Nagarkar,Loknath,Shivaram,Master Hirannayya,G.K. Govinda Rao,Sharath Lohitashwa,Ramesh Bhat,Biradar,Srinivasa Prabhu,Tennis Krishna,Kishore Kumar G.,Maithreyi",http://www.imdb.com/title/tt3116888/?ref_=adv_li_tt
9,...Aur Pyaar Ho Gaya,147,"Family, Musical, Romance",1997,1997-08-15,Rahul Rawail,Hindi,0,"Bobby Deol,Aishwarya Rai Bachchan,Shammi Kapoor,Anupam Kher,Shammi,Beena Banerjee,Priya Tendulkar,Avtar Gill,Aashif Sheikh,Jami Jaffery,Ravi Malhotra,Darshan Sandhar,Ashok Lath,Preeti Chawla,Dimple Inamdar",http://www.imdb.com/title/tt0118525/?ref_=adv_li_tt
10,...Yahaan,142,"Drama, Romance, War",2005,2005-07-29,Shoojit Sircar,Hindi,0,"Jimmy Shergill,Minissha Lamba,Yashpal Sharma,Mukesh Tiwari,Dolly Ahluwalia,Saurabh Dubey,Juhi,Harish Khanna,Maariayah Khatri,Sameer Kohli,Gyan Prakash,Gajraj Rao,Rajesh Kumar Sharma",http://www.imdb.com/title/tt0473567/?ref_=adv_li_tt
11,0-41*,0,"Comedy, Drama",2016,2016-08-15,Senna Hegde,Malayalam,0,"Ebi Ganesh,Rishidas Ganesh,Abhilash Gopal,Roopesh Kadathanadan,Vipin Kavvai,Nithin Kichu,Yadhulal Krishnan,Abhijith Lakshmanan,Vishnu Lakshmanan,Sanal Manu,Shobith,Abhilash Thoyammal,Akhilesh Thoyammal,Ambu Thoyammal,Priyadath Thoyammal",http://www.imdb.com/title/tt4570696/?ref_=adv_li_tt
12,033,0,Drama,2009,2009,Birsa Dasgupta,Bengali,0,"Sabyasachi Chakraborty,Dhritiman Chatterjee,Parambrata Chatterjee,Saheb Chatterjee,Rudranil Ghosh,Dhruv Mookerji,Swastika Mukherjee,Mumtaz Sorcar",http://www.imdb.com/title/tt1400490/?ref_=adv_li_tt
13,1 - Nenokkadine,170,"Action, Musical, Mystery",2014,2014-01-10,Sukumar,Telugu,$10990000,"Mahesh Babu,Kriti Sanon,Nassar,Pradeep Singh Rawat,Anu Hassan,Kelly Dorji,Sayaji Shinde,Krishna Murali Posani,Srinivasa Reddy,Ravi Verma,Anand,Supreeth Reddy,Sophiya Chaudhary,Gautham Ghattamaneni,Hayley Joanne Bacon",http://www.imdb.com/title/tt2375559/?ref_=adv_li_tt
14,1 Navra 3 Bayka,0,Comedy,2009,2009-01-01,Shailendra Singh Rajput,Marathi,0,"Naresh Bhidkar,Komal Dhillon,Priya Gamre,Milind Gunaji,Mohan Joshi,Yogesh Mahajan",http://www.imdb.com/title/tt5202780/?ref_=adv_li_tt
15,1 by Two,0,Thriller,2014,2014-04-19,Arun Kumar,Malayalam,0,"Fahadh Faasil,Murali Gopy,Honey Rose,Shyamaprasad,Ashvin Matthew,Azhagam Perumal,Shruthi Ramakrishna,Abhinaya,Fathima Babu,Kalamandalam Ramdas",http://www.imdb.com/title/tt3686130/?ref_=adv_li_tt
16,10 Endrathukulla,144,Action,2015,2015-10-21,Vijay Milton,Tamil,400000000,"Vikram,Samantha Ruth Prabhu,Pasupathy,Rahul Dev,Charmy Kaur,Ramdoss,Seetha,Manobala,Sampoornesh Babu,Abhimanyu Singh,Ajay,Imman Annachi",http://www.imdb.com/title/tt5128266/?ref_=adv_li_tt
17,10 O'Clock,0,"Drama, Romance",1942,,Raja Nene,Marathi,0,"Baby Shakuntala,Gokhale,Kishan,Shankar Kulkarni,Lakshmibai,Manajirao,Manjrekar,P. Ratnamala,Ganpatrao Tambat,Vasant Thengadi,Tulja",http://www.imdb.com/title/tt0247974/?ref_=adv_li_tt
18,100 Days,161,"Horror, Romance, Thriller",1991,,Partho Ghosh,Hindi,0,"Jackie Shroff,Madhuri Dixit,Javed Jaffrey,Laxmikant Berde,Moon Moon Sen,Sabeeha,Ajit Vachani,Jay Kalgutkar,Neelam Mehra,Shashi Kiran,Shivaji Satam,Mahavir Shah,Kanti Karan Dharni,Raja Duggal,Ramakant Burman",http://www.imdb.com/title/tt0101244/?ref_=adv_li_tt
19,100 Days of Love,153,"Comedy, Romance",2015,2015-03-20,Jenuse Mohammed,Malayalam,40000000,"Dulquer Salmaan,Nithya Menon,Sekhar Menon,Aju Varghese,Vineeth",http://www.imdb.com/title/tt3995348/?ref_=adv_li_tt
20,100 Degree Celsius,120,Thriller,2014,2014-10-10,Rakesh Gopan,Malayalam,0,"Arun,Bhama,Shweta Menon,Meghana Raj,Mithun Ramesh",http://www.imdb.com/title/tt3885676/?ref_=adv_li_tt
21,100 Kotlu,0,Comedy,2008,2008,Ramana Martial,Telugu,20000000,"Baladitya,Saira Banu,Brahmanandam,Ashok Kumar K.",http://www.imdb.com/title/tt1575481/?ref_=adv_li_tt
22,100% Love,141,"Comedy, Drama, Romance",2011,2011-05-06,Sukumar,Telugu,105000000,"Naga Chaitanya Akkineni,Tamannaah Bhatia,Tara Alisha,K.R. Vijaya,Vijayakumar,Naresh,Dharmavarapu Subramanyam,Chitram Seenu,M.S. Narayana,Anand,Satyam Rajesh,I.S. Giridhar,Maryam Zakaria,Meghna Naidu",http://www.imdb.com/title/tt1869226/?ref_=adv_li_tt
23,100% Love,166,"Comedy, Drama, Romance",2012,2012-01-20,Rabi Kinagi,Bengali,40000000,"Jeet,Koyel Mallick,Sujoy Ghosh,Biswanath Basu,Biswajit Chakraborty,Supriyo Dutta,Mousumi Saha,Rittika Sen",http://www.imdb.com/title/tt2579680/?ref_=adv_li_tt
24,1000 Thalaivangi Apoorva Chintamani,0,,1947,,T.P. Sundaram,Tamil,0,"M.R. Swaminathan,Varalakshmi S.",http://www.imdb.com/title/tt0389712/?ref_=adv_li_tt
25,1000: Oru Note Paranja Katha,0,Comedy,2015,2015-02-13,A.R.C. Nair,Malayalam,0,"Ganesh Kumar,Mukesh,Maqbool Salmaan,Bharath Srinivasan,Shammi Thilakan",http://www.imdb.com/title/tt5471518/?ref_=adv_li_tt
26,101 Chodhyangal?,107,"Drama, Family",2013,2013-07-26,Sidhartha Siva,Malayalam,0,"V.P. Gangadharan,Indrajith,Vinod Kovoor,Lena,Manikandan,Minon,Murugan,Musthafa,Rachana Narayanankutty,Kalabhavan Rahman,Nishanth Sagar,Sudheesh,Biju Varkey",http://www.imdb.com/title/tt3668280/?ref_=adv_li_tt
27,101 Ratein,0,Thriller,1990,1990-01-01,,Hindi,0,"Harish,Saraswati,Disco Shanti",http://www.imdb.com/title/tt2888100/?ref_=adv_li_tt
28,101 Weddings,145,"Comedy, Drama, Family",2012,2012-11-29,Shafi,Malayalam,0,"Kunchacko Boban,Jayasurya,Biju Menon,Samvrutha Sunil,Bhama,Vijayaraghavan,Salim Kumar,Vanitha Krishnachandran,Urmila Unni,Suraaj Venjarammoodu",http://www.imdb.com/title/tt2545176/?ref_=adv_li_tt
29,108 Teerthyatra,0,"Comedy, Drama, Fantasy",1987,1987,Rajpati,Hindi,0,"Pravin Anand,Nayan Bhatt,Jeetu,Kanan Kaushal,Sujit Kumar,Lakshman,Madhu Malini,Anant Marathe,Rakesh Pandey,Shekhar Purohit,Kumud Tripathi,S.N. Tripathi",http://www.imdb.com/title/tt1646088/?ref_=adv_li_tt
30,10:10,95,"Comedy, Drama",2008,2008-11-28,Arin Paul,Bengali,0,"Ashok Basu,Rijurekh Chakravarty,Abir Chatterjee,Phalguni Chatterjee,Soumitra Chatterjee,Claudia Ciesla,Aparajita Ghosh Das,Anindya Dasgupta,Padmanabha Dasgupta,Subrat Dutta,Sumit Dutta,Nitya Ganguly,Prasun Gayen,Anindya Ghosh,Ahmed Khan",http://www.imdb.com/title/tt1398914/?ref_=adv_li_tt
31,10:30 A.M. Local Call,169,"Crime, Thriller",2013,2013-02-22,Manu Sudhakaran,Malayalam,0,"Jennifer Antony,Anoop Chandran,Kailash,Krishna,Lal,Manraj,Mrudula Murali,Nishan,Shritha Sivadas",http://www.imdb.com/title/tt2928360/?ref_=adv_li_tt
32,10ml LOVE,87,"Comedy, Drama, Romance",2010,,Sharat Katariya,Hindi,0,"Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha,Tisca Chopra,Sarita Joshi,Rajat Kapoor,Purab Kohli,Koel Purie,Tara Sharma",http://www.imdb.com/title/tt1667460/?ref_=adv_li_tt
33,10th Class,0,Romance,2006,2006,Chandu,Telugu,0,"Bharath,'Kaadhal' Saranya,Sunaina,Ashok Kumar K.",http://www.imdb.com/title/tt1603778/?ref_=adv_li_tt
34,11 O'Clock,0,,1948,,Homi Wadia,Hindi,0,"Aftab,Austin Ki Bachchi,Fearless Nadia,Sayani,Shyam Sunder",http://www.imdb.com/title/tt0177471/?ref_=adv_li_tt
35,12 B,150,"Comedy, Drama, Romance",2001,,Jeeva,Tamil,0,"Shaam,Jyothika,Mayilsamy,Moon Moon Sen,Sunil Shetty,Simran,L. Srinath,Vivek",http://www.imdb.com/title/tt0375514/?ref_=adv_li_tt
36,12 O'Clock,132,"Drama, Thriller, Mystery",1958,,Pramod Chakravorty,Hindi,0,"Guru Dutt,Waheeda Rehman,Shashikala,Rehman,Johnny Walker,Sabita Chatterjee,Hari Shivdasani,Rajan Kapoor,Tun Tun,Amrit Rana,Abrar Alvi,Tanvir,Jagdish Nirula,Bishan Khanna,Jagdish Raj",http://www.imdb.com/title/tt0051335/?ref_=adv_li_tt
37,123,0,Comedy,2002,2002-05-01,K. Subhash,Telugu,0,"Prabhudheva,Raju Sundaram,Nagendra Prasad,Jyothika,Ganesh,Uttej,Suthi Velu",http://www.imdb.com/title/tt3415566/?ref_=adv_li_tt
38,123 from Amalapuram,0,Romance,2005,2005-08-19,Varma,Telugu,0,"Ravi Prakash,Raja Sridhar,Anil,Nithya Das,Annapoorna,Krishna Bhagavan,Hema,Lakshman Rao Kondavalasa,Raghava Malladi,Jogi Naidu,Narasimha Raju,Dharmavarapu Subramanyam",http://www.imdb.com/title/tt3450070/?ref_=adv_li_tt
39,13,0,"Comedy, Horror",2014,2014-09-13,Suresh,Tamil,30000000,Manoj Bharatiraaja,http://www.imdb.com/title/tt3848510/?ref_=adv_li_tt
40,13 May Gulaabi Nagar,0,Action,2010,2010-01-01,N.K. Pareek,Hindi,0,Nirmal Pandey,http://www.imdb.com/title/tt5226638/?ref_=adv_li_tt
41,13B: Fear Has a New Address,146,"Drama, Horror, Mystery",2009,2009-03-06,Vikram K. Kumar,Hindi,0,"Madhavan,Neetu Chandra,Poonam Dhillon,Sachin Khedekar,Dhritiman Chatterjee,Deepak Dobriyal,Murli Sharma,Amar Upadhyaya,Vinay Jain,Suhasini Mulay,Meera Vasudevan,Sampath Raj,Sanjaih Bokaria",http://www.imdb.com/title/tt1385824/?ref_=adv_li_tt
42,143,0,"Action, Romance, Thriller",2004,2004-08-27,Puri Jagannadh,Telugu,0,"Sairam Shankar,Shamiksha,Ali,Brahmaji,Brahmanandam,Ganesh,Hema,Mumait Khan,Venu Madhav,Nagendra Babu,M.S. Narayana,Pooja,Satya Prakash,Rajitha,Gowtam Raju",http://www.imdb.com/title/tt0940641/?ref_=adv_li_tt
43,143 - I Love You,159,"Action, Drama, Romance",2011,2011-06-14,Ashok Pati,Oriya,0,"Siddhant Mahapatra,Babusan,Namrata Thapa,Koel Mukherjee,Mihir Das,Samaresh Routray,Pintu Nanda,Minaketan Das,Harihara Mahapatra,Jiban Panda,Tanmay Misra",http://www.imdb.com/title/tt1966344/?ref_=adv_li_tt
44,143 Hyderabad,0,"Horror, Musical, Romance",2013,2013-05-24,K. Anand Chakravarthy,Telugu,30000000,"Dhansika,Jagan,Azhagam Perumal",http://www.imdb.com/title/tt4194328/?ref_=adv_li_tt
45,144,0,Comedy,2015,2015-11-27,G. Manikandan,Tamil,0,"Uday Mahesh,Oviya,Shruthi Ramakrishna,Ramdoss,V. Madhusudhan Rao,Jawahar Sakthi,Ashok Selvan,Shiva",http://www.imdb.com/title/tt5273834/?ref_=adv_li_tt
46,15 Park Avenue,116,Drama,2005,2006-01-06,Aparna Sen,English,0,"Shabana Azmi,Konkona Sen Sharma,Rahul Bose,Dhritiman Chatterjee,Kanwaljit Singh,Shefali Shetty,Yama Shroff,Alexandra McLuskie,Gregen McLuskie,Waheeda Rehman,Soumitra Chatterjee,Suranjana Dasgupta,Sumit Roy,Tina Nobis,Aashna Shah",http://www.imdb.com/title/tt0449159/?ref_=adv_li_tt
47,150 Seconds Ago,112,,2002,2002,Batul Mukhtiar,Gujarati,0,,http://www.imdb.com/title/tt5182814/?ref_=adv_li_tt
48,15th August,0,,1993,1993-09-17,Vicky Ranawat,Hindi,0,"Prem Chopra,Tisca Chopra,Saeed Jaffrey,Shakti Kapoor,Ronit Roy",http://www.imdb.com/title/tt0389715/?ref_=adv_li_tt
49,16 Days,0,,2009,2009-02-20,,Telugu,0,"Charmy Kaur,Aravind,Ram Jagan,Srinivasa Rao Kota,Aachi Manorama,Jayaprakash Reddy,Dharmavarapu Subramanyam",http://www.imdb.com/title/tt1601788/?ref_=adv_li_tt
50,16 December,158,"Action, Drama, Mystery",2002,2002-03-22,Mani Shankar,Hindi,0,"Danny Denzongpa,Gulshan Grover,Milind Soman,Dipannita Sharma,Sushant Singh,Aditi Govitrikar,Deepinka",http://www.imdb.com/title/tt0313844/?ref_=adv_li_tt
51,168 Hours,109,Horror,2016,2016-08-26,K.G. Vijayakumar,Malayalam,0,"Manu Mohit,Anju Priya,Seema G. Nair",http://www.imdb.com/title/tt6005838/?ref_=adv_li_tt
52,18 Vayasu,0,Thriller,2012,2012-08-24,Panneerselvam,Tamil,40000000,"Gayathrie,Jhonny,Rohini,S. Sathyendra",http://www.imdb.com/title/tt2877914/?ref_=adv_li_tt
53,18.11,126,Action,2014,2014-06-13,Mohibul Haque,Hindi,0,"Rehal Khan,Gulshan Grover,Mukesh Tiwari,Nippon Goswami,Asrani,Prem Chopra,Sameer Ali Khan",http://www.imdb.com/title/tt5776918/?ref_=adv_li_tt
54,180,0,"Drama, Romance",2011,2011-06-24,Jayendra,Tamil,$4100000,"Siddharth,Nithya Menon,Priya Anand,Tanikella Bharani,Geetha,Sricharan,Lakshmi Ramakrishnan,M.S. Narayana,Mouli,Misha Ghoshal,Xango Henry,Thomas Martin,John Douglas Ayers,Manager Cheena,Frank Cosgriff",http://www.imdb.com/title/tt1855110/?ref_=adv_li_tt
55,1857,0,"Drama, History",1946,,Mohan Sinha,Hindi,0,"Nigar Sultana,Suraiya,Menaka Devi,Madan Puri,Surendra,Wasti,Ganju,Laxmi,Leela",http://www.imdb.com/title/tt0132669/?ref_=adv_li_tt
56,19 Revolutions,94,Drama,2004,2004-11-06,Sridhar Reddy,Hindi,$98000,"Tarun Arora,Gulshan Grover,Vinay Pandey,Shreya Reddy,Tania Sonu,Ravi Tejasvi,Vishwaa",http://www.imdb.com/title/tt0407485/?ref_=adv_li_tt
57,1920,138,"Drama, Horror, Mystery",2008,2008-09-12,Vikram Bhatt,Hindi,0,"Rajneesh Duggal,Adah Sharma,Anjori Alagh,Rajendranath Zutshi,Vipin Sharma,Amin Hajee,Ashok Beniwal,Bob Brahmbhatt,Ashish Pradhan,Rakhi Sawant,Indraneil Sengupta,Asha Sharma,Shri Vallabh Vyas",http://www.imdb.com/title/tt1301698/?ref_=adv_li_tt
58,1920 London,120,Horror,2016,2016-05-06,Dharmendra Suresh Desai,Hindi,0,"Arun Bali,Meera Chopra,Gajendra Chouhan,Sharman Joshi,Meenal Kapoor,Vishal Karwal,Velton Lishke,Vishal Malhotra,Dinesh Mehta,Sushmita Mukherjee,Siraj Mustafa,Surendra Pal,Jagat Rawat,Charu Rohatgi",http://www.imdb.com/title/tt5638500/?ref_=adv_li_tt
59,1920: Evil Returns,124,"Drama, Horror, Romance",2012,2012-11-02,Bhushan Patel,Hindi,0,"Vicky Ahuja,Tia Bajpai,Sharad Kelkar,Vidya Malvade,Naresh Sharma,Aftab Shivdasani",http://www.imdb.com/title/tt2222550/?ref_=adv_li_tt
60,1942: A Love Story,157,"Romance, Action, Drama",1994,1994-07-15,Vidhu Vinod Chopra,Hindi,0,"Anil Kapoor,Jackie Shroff,Manisha Koirala,Anupam Kher,Danny Denzongpa,Pran,Chandni,Raghuvir Yadav,Sushma Seth,Manohar Singh,Brian Glover,Gopi Desai,Pramod Moutho,Uday Chandra,Shakti Singh",http://www.imdb.com/title/tt0109010/?ref_=adv_li_tt
61,1962 My Country Land,109,"Drama, History",2016,2016-05,Partha Borgohain,English,0,,http://www.imdb.com/title/tt5879420/?ref_=adv_li_tt
62,1971,160,"Action, Drama, War",2007,2007-03-09,Amrit Sagar,Hindi,15000000,"Manoj Bajpayee,Ravi Kishan,Deepak Dobriyal,Sunil Chavan,Rao Devender,Chittaranjan Giri,Deepti Gupta,Pankaj Kalra,Manav Kaul,Kumud Mishra,Piyush Mishra,Vivek Mishra,Gyan Prakash,Nitin Rana,Pankaj Rathod",http://www.imdb.com/title/tt0983990/?ref_=adv_li_tt
63,1982 - A Love Marriage,0,Comedy,2016,,Prashant Gore,Hindi,0,"Rita Agarwal,Aloksen Gupta,Gaurav Kothari,Indira Mansukhani,Omna,Sahil Patel,Nirmal Sehrawat,Amitkumar Sharma",http://www.imdb.com/title/tt5467702/?ref_=adv_li_tt
64,1983,138,"Family, Sport",2014,2014-01-31,Abrid Shine,Malayalam,20000000,"Nivin Pauly,Anoop Menon,Joy Mathew,Nikki Galrani,Srinda Ashab,Saiju Kurup,Sanju Sivram,Dinesh Nair,Kalabhavan Prachod,Neeraj Madhav,Shibu Maradu,Binoy Antony,Arun,Shereej K. Basheer,Jacob Gregory",http://www.imdb.com/title/tt3506970/?ref_=adv_li_tt
65,1990 Kaliyuga Vishwamitra,0,,1989,,Pradeep Shakti,Telugu,0,,http://www.imdb.com/title/tt0389717/?ref_=adv_li_tt
66,1993 Bombay March 12,131,"Action, Family, Mystery",2011,2011-06-30,Babu Janardanan,Malayalam,0,"Mammootty,Roma,Jayakumar,Sudheer Karamana,Lal,Unni Mukundan,Lijo Jose Pellissery,Maniyanpilla Raju,Sadiq,Shari,V.K. Sriraman",http://www.imdb.com/title/tt1886449/?ref_=adv_li_tt
67,19th January,0,Drama,2014,,Sanjay Amar,Hindi,0,"Mumtaz Ahmed,Bidita Bag,Madhuri Bhatia,K.K.Raina,Prashaant Kumar,Attique Multani,Mukul Nag,Deepti Naval,Mohd. Muneem Nazir,Ashraf Shawl,Hridyanshu Slathia",http://www.imdb.com/title/tt3585456/?ref_=adv_li_tt
68,1:1.6 An Ode to Lost Love,0,Drama,2004,2005,Madhu Ambat,English,7000000,"Rati Agnihotri,Gulshan Grover,Atul Kulkarni,Sonali Kulkarni,Masumi",http://www.imdb.com/title/tt1830453/?ref_=adv_li_tt
69,1:13:7 Ek Tera Saat,0,Horror,2016,2016-10-14,,,0,,http://www.imdb.com/title/tt3411076/?ref_=adv_li_tt
70,2 GB Ki Life,0,Drama,2016,,Saurabh Varma,Hindi,0,,http://www.imdb.com/title/tt4367634/?ref_=adv_li_tt
71,2 Harihar Nagar,0,"Comedy, Thriller",2009,2009-04-01,Lal,Malayalam,0,"Mukesh,Siddique,Jagadish,Asokan,Sudipto Balav,Appa Haja,Janardanan,Salim Kumar,Kunchan,Raai Laxmi,Lena,Rekha Mallick,Narayanankutty,Chali Pala,Kaviyoor Ponnamma",http://www.imdb.com/title/tt1332676/?ref_=adv_li_tt
72,2 Little Indians,0,Family,2013,2013-04-19,Ravi Bhatia,Hindi,0,"Ravi Bhatia,Ronak Bhatia,Kamal Chopra,Kurush Deboo,Mushtaq Khan,Devindra Madan,Shubhangi Atre Poorey,Ansh Sinha",http://www.imdb.com/title/tt2835520/?ref_=adv_li_tt
73,2 Much,0,Comedy,2002,2002-11-22,Veeru K.,Telugu,0,"Bala Kumar,Raasi,Chitra Mehta,Ali,Brahmanandam,Chalapathi Rao,Venu Madhav,M.S. Narayana,Rami Reddy,Sudhakar,Surya",http://www.imdb.com/title/tt3417586/?ref_=adv_li_tt
74,2 Nights in Soul Valley,80,"Adventure, Horror, Mystery",2012,2012-12-28,Harish Sharma,Hindi,0,"Hemant Pandey,Sumeet Sharma,Sumeet Sharma,Aakshi Khari,Suumit Sharma,Milli Moonstone,Gaurav Shah,Meenakshi Arya,Yashan Jindal,Meenakshi Sharma",http://www.imdb.com/title/tt2246533/?ref_=adv_li_tt
75,2 October,122,Crime,2003,2003,Sunil Tiwari,Hindi,0,"Ashutosh Rana,Saadhika,Sharat Saxena,Rocky Verma",http://www.imdb.com/title/tt0463279/?ref_=adv_li_tt
76,2 Penkuttikal,73,Drama,2016,2016-01-22,Jeo Baby,Malayalam,0,"Anju Kurian,Amala Paul,Tovino Thomas",http://www.imdb.com/title/tt4594194/?ref_=adv_li_tt
77,2 Piece,0,Drama,2005,2005-01-01,Kishan Shah,Hindi,0,"Ramesh Goyal,Satnam Kaur,Anil Nagrath,Vinod Tripathi",http://www.imdb.com/title/tt4879010/?ref_=adv_li_tt
78,2 Premi Premache,0,Romance,2015,2015-06-19,Kamal Thakur,Marathi,50000000,Swapnil Joshi,http://www.imdb.com/title/tt4804076/?ref_=adv_li_tt
79,2 States,149,"Comedy, Drama, Romance",2014,2014-04-18,Abhishek Varman,Hindi,0,"Arjun Kapoor,Alia Bhatt,Amrita Singh,Revathy,Ronit Roy,Shivkumar Subramaniam,Sharang Natarajan,Madhu Anand Chandhock,Achint Kaur,Dilip Merala,Neil Shah,Aru Krishansh Verma",http://www.imdb.com/title/tt2372678/?ref_=adv_li_tt
80,2001: Do Hazaar Ek,149,"Crime, Drama, Mystery",1998,1998-02-20,Raj N. Sippy,Hindi,0,"Jackie Shroff,Dimple Kapadia,Tabu,Rajat Bedi,Suresh Oberoi,Gulshan Grover,Deven Verma,Mohan Joshi,Sharat Saxena,Navneet Nishan,Sadashiv Amrapurkar,Mukesh Khanna,Upasna Singh,Sunil Dhawan,Anil Nagrath",http://www.imdb.com/title/tt0273045/?ref_=adv_li_tt
81,2014 Fear of the Year,148,Horror,2014,2014-07-11,Pradip Das,Oriya,0,"Sambit Acharya,Mousumi Nayak,Elli Padhi,Dushmant Panda,K.K. Rakesh,Sneha,Dipika Tripathy",http://www.imdb.com/title/tt4184046/?ref_=adv_li_tt
82,21,98,Horror,2016,2016-07-29,Jaishankar Chigurula,Telugu,4000000,"Viswa Kamal,Naveen Maryada,Vindhya Yadav",http://www.imdb.com/title/tt5097012/?ref_=adv_li_tt
83,22 Female Kottayam,120,"Crime, Drama, Romance",2012,2012-05-03,Aashiq Abu,Malayalam,25000000,"Vijay Babu,Rima Kallingal,Fahadh Faasil,Sajid,Aswathi Naduthodi,Sandeep Narayan,Prathap Pothen",http://www.imdb.com/title/tt2363047/?ref_=adv_li_tt
84,22 June 1897,121,"Drama, History",1979,,Jayoo Patwardhan,Marathi,0,"Sadashiv Amrapurkar,Udayan Dixit,Rod Gilbert,John Irving,Ravindra Mankani,Prabhakar Patankar",http://www.imdb.com/title/tt0078724/?ref_=adv_li_tt
85,22G Tussi Ghaint Ho,0,Comedy,2015,2015-12-11,Vishal Parasher,Panjabi,2000000,"Rupan Bal,Bhagwant Mann,Jus Reign,Upasna Singh",http://www.imdb.com/title/tt5277066/?ref_=adv_li_tt
86,23rd March 1931: Shaheed,188,"Biography, Drama, History",2002,2002-06-07,Guddu Dhanoa,Hindi,0,"Bobby Deol,Sunny Deol,Amrita Singh,Rahul Dev,Vicky Ahuja,Suresh Oberoi,Shakti Kapoor,Divya Dutta,Akshay Anand,Aishwarya Rai Bachchan,Ishrat Ali,Rana Jung Bahadur,Raja Bundela,Suresh Chatwal,Smita Jaykar",http://www.imdb.com/title/tt0324951/?ref_=adv_li_tt
87,24,164,"Action, Romance, Sci-Fi",2016,2016-05-06,Vikram K. Kumar,Tamil,$11000000,"Suriya,Samantha Ruth Prabhu,Nithya Menon,Saranya Ponvannan,Ajay,Girish Karnad,Sathyan,Mohan Ram,Charlie,Appukutty,Sudha,Caroline Koziol,Advaith Ramkumar",http://www.imdb.com/title/tt4981966/?ref_=adv_li_tt
88,24 Ghante,0,Thriller,1998,1998-01-01,,Hindi,0,"Tinnu Anand,Bharat Kapoor,Goga Kapoor,Amrit Pal",http://www.imdb.com/title/tt5316292/?ref_=adv_li_tt
89,24 Hrs,95,Action,2010,2010-06-04,Aditya Sam Abraham,Malayalam,0,"Komal Jha,Devan,Manoj K. Jayan,Jameel Khan,Kuldeep,Anil Murali,Vinaya Prasad,Jagathi Sreekumar,Shammi Thilakan",http://www.imdb.com/title/tt1639312/?ref_=adv_li_tt
90,25 Kille,141,"Comedy, Drama",2016,2016-08-25,Simranjit Singh Hundal,Panjabi,60000000,"Daljinder Basran,Hobby Dhaliwal,Gugu Gill,Sandeep Malhi,Sonia Mann,Sandeep Kaur Sandy,Jimmy Sharma,Lakhwinder Singh,Vikram Singh,Yograj Singh",http://www.imdb.com/title/tt5743858/?ref_=adv_li_tt
