384,Anthony Punnyavaalan,0,,1978,,,Malayalam,0,,http://www.imdb.com/title/tt0271968/?ref_=adv_li_tt
385,Anu Bandham,0,Drama,1985,1985-03-29,I.V. Sasi,Malayalam,0,"Mammootty,Seema,Mohanlal,Shobana,Master Prasobh,Thilakan,Sukumari,Kunchan,Sankaradi,Premji,Jagannatha Varma,Paravoor Bharathan,Bahadur,Kunjandi,Janardanan",http://www.imdb.com/title/tt0246432/?ref_=adv_li_tt
386,Anubhavam,0,,1976,,I.V. Sasi,Malayalam,0,"Adoor Bhasi,Sankaradi,Sheela",http://www.imdb.com/title/tt0288430/?ref_=adv_li_tt
387,Anubhavangal Palichakal,133,Drama,1971,1971,K.S. Sethumadhavan,Malayalam,0,"Bahadoor,K.P.A.C. Lalitha,Prem Nazir,Sathyan,Sheela",http://www.imdb.com/title/tt0214478/?ref_=adv_li_tt
388,Anubhavangale Nanni,0,,1979,,I.V. Sasi,Malayalam,0,,http://www.imdb.com/title/tt0331847/?ref_=adv_li_tt
389,Anubhoothi,0,,1997,,I.V. Sasi,Malayalam,0,"Suresh Gopi,Kushboo,Vani Viswanathan",http://www.imdb.com/title/tt0355203/?ref_=adv_li_tt
390,Anubhoothikalude Nimisham,0,,1978,,P. Chandrakumar,Malayalam,0,"Adoor Bhasi,Jayan,Sharada,Sreelatha",http://www.imdb.com/title/tt0271969/?ref_=adv_li_tt
391,Anugraham,0,,1977,,S. Ravi Varman,Malayalam,0,Prem Nazir,http://www.imdb.com/title/tt0315780/?ref_=adv_li_tt
392,Anumodhanam,0,,1978,,I.V. Sasi,Malayalam,0,,http://www.imdb.com/title/tt0266253/?ref_=adv_li_tt
393,Anupallavai,0,,1979,,Baby,Malayalam,0,Jayan,http://www.imdb.com/title/tt0332566/?ref_=adv_li_tt
394,Anuraga Karikkin Vellam,128,"Comedy, Family, Romance",2016,2016-07-07,Khalid Rahman,Malayalam,0,"Biju Menon,Asif Ali,Rajisha Vijayan,Asha Sharath,Sudheer Karamana,Sreenath Bhasi,Soubin Shahir,Naji Mohammed Baji,Maniyanpilla Raju,Irshad,Sudhi Koppa,Chinnu Nair,Nandini,Shaji Natesan,Pauly Valsan",http://www.imdb.com/title/tt5375324/?ref_=adv_li_tt
395,Anuraga Kodathi,0,,1982,,T. Hariharan,Malayalam,0,,http://www.imdb.com/title/tt0229998/?ref_=adv_li_tt
396,Anuragakottaram,0,,1998,,Vinayan,Malayalam,0,"Dileep,Shiju,Jagathi Sreekumar,Suvalakshmi",http://www.imdb.com/title/tt0275926/?ref_=adv_li_tt
397,Anuragam,0,,2002,,M.K. Sathar,Malayalam,0,Prabhu Sekhar,http://www.imdb.com/title/tt0356366/?ref_=adv_li_tt
398,Anuragi,0,,1988,,I.V. Sasi,Malayalam,0,"Mohanlal,Suresh Gopi,Saritha,C.I. Paul,Ramya Krishnan,Pappu,Rohini",http://www.imdb.com/title/tt0291728/?ref_=adv_li_tt
399,Anveshanam,0,,1972,,Sasikumar,Malayalam,0,"Adoor Bhasi,Prem Nazir,Kaviyoor Ponnamma,Sharada",http://www.imdb.com/title/tt0271970/?ref_=adv_li_tt
400,Anveshichu Kandethiyilla,150,,1967,,P. Bhaskaran,Malayalam,0,"K.R. Vijaya,Sathyan,Madhu,Vijayanirmalaya,Kaviyoor Ponnamma,Adoor Bhasi,P.J. Anthony,Thikkurisi Sukumaran Nair,T.S. Muthiah,Bahadur,G.K. Pillai,Vijaya Nirmala,Sharada,Sukumari",http://www.imdb.com/title/tt0155502/?ref_=adv_li_tt
401,Anwar,0,Action,2010,2010-10-15,Amal Neerad,Malayalam,40000000,"Prithviraj Sukumaran,Prakash Raj,Mamta Mohandas,Lal,Assim Jamal,Molly Kannamaly",http://www.imdb.com/title/tt1757671/?ref_=adv_li_tt
402,Anyar,0,Drama,2003,2003-09,Lenin Rajendran,Malayalam,0,"Biju Menon,Jyothirmayi,Lal,Rati Agnihotri,Murali,Siddique,Nishanth Sagar,Oduvil Unnikrishnan,Karthika",http://www.imdb.com/title/tt0377382/?ref_=adv_li_tt
403,Anyarku Praveshanamilla,135,Comedy,2016,2016-06-17,Vs Jayakrishna,Malayalam,0,"Tiny Tom,Suraaj Venjarammoodu,Sreejith Ravi,Bijukuttan,Idavela Babu,Sunil Sukhada,Chali Pala,Adity Roy,Jeena,Ponnamma Babu,Shruti,Kottayam Pradheep,Kalabhavan Rahman,Saji Surendran,Sreyani",http://www.imdb.com/title/tt5659154/?ref_=adv_li_tt
404,Anyarude Bhoomi,0,,1979,,Nilambur Balan,Malayalam,0,,http://www.imdb.com/title/tt0332567/?ref_=adv_li_tt
405,Apaaratha,0,,1992,,I.V. Sasi,Malayalam,0,"Siddique,Urvashi",http://www.imdb.com/title/tt0317089/?ref_=adv_li_tt
406,Aparaajitha,0,,1977,,Sasikumar,Malayalam,0,"Adoor Bhasi,Jayabharati,Jayan,Thikkurisi Sukumaran Nair,Prem Nazir,Sharada",http://www.imdb.com/title/tt0280433/?ref_=adv_li_tt
407,Aparadhi,0,,1977,,Sundaram P.N.,Malayalam,0,"Thikkurisi Sukumaran Nair,Prem Nazir",http://www.imdb.com/title/tt0281599/?ref_=adv_li_tt
408,Aparadhini,0,,1968,,P. Bhaskaran,Malayalam,0,"Ambika,Adoor Bhasi,Thikkurisi Sukumaran Nair,Sathyan,Sharada",http://www.imdb.com/title/tt0155503/?ref_=adv_li_tt
409,Aparahnam,116,Drama,1991,,M.P. Sukumaran Nair,Malayalam,0,"Babu Antony,Kaviyoor Ponnamma,Jalaja,Murali,Babu Namboothiri,Krishnan Kutty Nair,Vembayam Thampi,N.L. Balakrishnan,Vettukili Prakash",http://www.imdb.com/title/tt0306465/?ref_=adv_li_tt
410,Aparan,115,"Mystery, Thriller",1988,,P. Padmarajan,Malayalam,0,"Jayaram,Shobana,Madhu,Sukumari,Mukesh,M.G. Soman,Parvathi,Innocent Vareed Thekkethala,Jalaja",http://www.imdb.com/title/tt0248673/?ref_=adv_li_tt
411,Aparanmar Nagarathil,0,,2001,2001-06,Nisar,Malayalam,0,Raja Sahib,http://www.imdb.com/title/tt0319000/?ref_=adv_li_tt
412,Aparichithan,0,"Adventure, Thriller, Horror",2004,2004-07-16,Sanjiv Sivan,Malayalam,0,"Mammootty,Kavya Madhavan,Manya,Karthika,Vineeth Kumar,Jagathi Sreekumar,Mahi Vij,Salim Kumar,Urmila Unni,Machan Varghese,Augustine,Rajan P. Dev",http://www.imdb.com/title/tt0396456/?ref_=adv_li_tt
413,Aparna,97,,1981,,Padmakumar,Malayalam,0,"Prathap Pothen,Sudeshna,Kanakalatha,Balakrishna Pillai,Master Tony",http://www.imdb.com/title/tt0281600/?ref_=adv_li_tt
414,Apoorva Sangamam,0,,1990,,Sasi Mohan,Malayalam,0,Jagathi Sreekumar,http://www.imdb.com/title/tt0275198/?ref_=adv_li_tt
415,Apoorvam Chilar,123,"Comedy, Drama",1991,,Kala Adoor,Malayalam,0,"Innocent Vareed Thekkethala,Jagathi Sreekumar,Parvathi,K.P.A.C. Lalitha,Kaviyoor Ponnamma,Saikumar,Jagadish,Usha,Ganesh Kumar,Mala Aravindan,Oduvil Unnikrishnan,Paravoor Bharathan,T.P. Madhavan,Mammukoya,Bobby Kottarakkara",http://www.imdb.com/title/tt0257410/?ref_=adv_li_tt
416,Apoorvaragam,0,Drama,2010,2010-07-16,Sibi Malayil,Malayalam,0,"Asif Ali,Rony David,Vinay Forrt,Santhosh Jogi,Nithya Menon,Nishan,Abhishek Raveendran,Sreekumar,Jagathi Sreekumar",http://www.imdb.com/title/tt1687850/?ref_=adv_li_tt
417,Apothecary,138,"Drama, Thriller",2014,2014-08-07,Madhav Ramadasan,Malayalam,0,"Suresh Gopi,Jayasurya,Abhirami,Asif Ali,Raghavan,Arun,Jayan Cherthala,Indrans,Jeena,Lishoy,Neeraj Madhav,Kavitha Nair,Seema G. Nair,Meera Nandan,Antony Thekkek",http://www.imdb.com/title/tt3951566/?ref_=adv_li_tt
418,Appavum Veenjum,107,"Drama, Romance",2015,2015-06-12,Viswan,Malayalam,0,"Ramya Krishnan,Sunny Wayne,Prathap Pothen,Reshma Rathore,Balu Varghese,Devi Ajith,Rajesh Hebbar,Abraham Koshy,Lishoy,Shweta Menon,Valsala Menon,Sunil Sukhada,Geetha Vijayan",http://www.imdb.com/title/tt4888740/?ref_=adv_li_tt
419,Appooppan,0,,1976,,P. Bhaskaran,Malayalam,0,"Adoor Bhasi,Kamal Haasan,Jayabharati,Thikkurisi Sukumaran Nair,Sumithra",http://www.imdb.com/title/tt0155505/?ref_=adv_li_tt
420,Appooppanthaadi,116,"Drama, Family",2016,2016-08-26,Manusankar,Malayalam,0,"Prajin Padmanabhan,Meghanadhan,Soumya Antony,Prince Jose",http://www.imdb.com/title/tt6003584/?ref_=adv_li_tt
421,Appu,0,"Comedy, Drama, Thriller",1990,,Dennis Joseph,Malayalam,0,"Mohanlal,Murali,Sunita,Vijayaraghavan,Nedumudi Venu,K.R. Vijaya,Captain Raju,Lalu Alex,K.P.A.C. Lalitha,M.G. Soman,Alummoodan,Janardanan,Sainuddin,Balan K. Nair,Jagannathan",http://www.imdb.com/title/tt0278927/?ref_=adv_li_tt
422,Appunni,0,"Comedy, Drama, Romance",1984,,Sathyan Anthikad,Malayalam,0,"Nedumudi Venu,Gopi,Mohanlal,Menaka,Sankaradi,Bahadur,Sukumari,Oduvil Unnikrishnan,Pappu,Meena,Vilasini",http://www.imdb.com/title/tt0291729/?ref_=adv_li_tt
423,Appuram Bengal Ippuram Thiruvithamkoor,0,Comedy,2016,2016-03-04,Sennan,Malayalam,0,"Maqbool Salmaan,Ansiba,Shammi Thilakan,Idavela Babu,Charulatha,Poojitha Menon,Minon,Saju Navodaya,Sunil Sukhada",http://www.imdb.com/title/tt5537372/?ref_=adv_li_tt
424,April 18,153,Drama,1984,,Balachandra Menon,Malayalam,0,"Adoor Bhasi,Gopi,Balachandra Menon,Shobana,Unnimary",http://www.imdb.com/title/tt0240345/?ref_=adv_li_tt
425,April 19,0,,1996,,Balachandra Menon,Malayalam,0,,http://www.imdb.com/title/tt0355208/?ref_=adv_li_tt
426,April Fool,125,Comedy,2010,2010,Viji Thampi,Malayalam,0,"Asokan,Merlin Charles,Indrans,Jagadish,Thara Kalyan,Lal,K.P.A.C. Lalitha,Lena,Majeed,Biju Menon,Mukesh,Bindu Nair,Navya Natarajan,Nayana,Dinesh Panicker",http://www.imdb.com/title/tt1756397/?ref_=adv_li_tt
427,Apsara,0,,2002,,Gajendra,Malayalam,0,Reshma,http://www.imdb.com/title/tt0356370/?ref_=adv_li_tt
428,Apsarassu,0,,1990,,K.S. Gopalakrishnan,Malayalam,0,,http://www.imdb.com/title/tt0278310/?ref_=adv_li_tt
429,Ara Pavan,158,,1961,,K. Shankar,Malayalam,0,,http://www.imdb.com/title/tt0254119/?ref_=adv_li_tt
430,Arabia,0,,1995,,Jayaraaj,Malayalam,0,,http://www.imdb.com/title/tt0355209/?ref_=adv_li_tt
431,Arabikadal,0,,1983,,Sasikumar,Malayalam,0,Mohanlal,http://www.imdb.com/title/tt0215524/?ref_=adv_li_tt
432,Arabikadaloram,0,,1995,,S. Chandran,Malayalam,0,,http://www.imdb.com/title/tt0355210/?ref_=adv_li_tt
433,Arabikkatha,0,Drama,2007,2007-07-05,Lal Jose,Malayalam,0,"Sreenivasan,Chu Min Zhang,Indrajith,Shivaji Guruvayoor,Samvrutha Sunil,Jagathi Sreekumar,Jayasurya,Sadiq,Salim Kumar,Augustine,Nedumudi Venu,Suraaj Venjarammoodu,Manikandan,Narayanan Nair,Anil Panachooran",http://www.imdb.com/title/tt0928194/?ref_=adv_li_tt
434,Aradhana,0,,1977,,Madhu,Malayalam,0,Sharada,http://www.imdb.com/title/tt0075694/?ref_=adv_li_tt
435,Arakkallan Mukkallan,0,,1974,,P. Bhaskaran,Malayalam,0,"Bahadur,Adoor Bhasi,N. Govindankutty,Jayabharati,Kunchan,K.P.A.C. Lalitha,Prem Nazir,T.R. Omana,Philomina,Kaviyoor Ponnamma,Sreelatha,Srividya,K.P. Ummer,Paul Vengala",http://www.imdb.com/title/tt0155506/?ref_=adv_li_tt
436,Arakkillam,0,,1967,,N. Sankaran Nair,Malayalam,0,Sharada,http://www.imdb.com/title/tt0254121/?ref_=adv_li_tt
437,Aram + Aram = Kinnaram,144,Comedy,1985,,Priyadarshan,Malayalam,0,"Mohanlal,Sreenivasan,Lizy,C.I. Paul,Maniyanpilla Raju,Shanker,Jagathi Sreekumar,Sukumari,Innocent Vareed Thekkethala,Thilakan",http://www.imdb.com/title/tt0254968/?ref_=adv_li_tt
438,Aram Indriyam,0,,2001,2001-03,Kudamaloor Rajaji,Malayalam,0,Vivek,http://www.imdb.com/title/tt0319001/?ref_=adv_li_tt
439,Aramana Rahasyam,0,,1974,,P. Naga Anjanayelu,Malayalam,0,,http://www.imdb.com/title/tt0278946/?ref_=adv_li_tt
440,Aramana Rahasyam Angadipattu,0,,1997,,Nisar,Malayalam,0,"Geetha,Philomina,Jagathi Sreekumar,Vijayaraghavan",http://www.imdb.com/title/tt0355211/?ref_=adv_li_tt
441,Aramana Veedum Anjoorekkarum,0,,1996,,Anil Kumar,Malayalam,0,"Harisree Asokan,Baiju,Paravoor Bharathan,Jayaram,Kalpana,Bobby Kottarakkara,K.P.A.C. Lalitha,Kottayam Nazeer,Philomina,Shobana,Jagathi Sreekumar,Sukumari",http://www.imdb.com/title/tt0355212/?ref_=adv_li_tt
442,Aranazhikaneram,168,,1970,,K.S. Sethumadhavan,Malayalam,0,"Bahadur,Adoor Bhasi,Kottarakkara Sridharan Nair,Prem Nazir,Ragini,Sankaradi,Sathyan,Sheela",http://www.imdb.com/title/tt0214485/?ref_=adv_li_tt
443,Arangu,107,"Crime, Mystery",1991,1991-09-23,P. Chandrasekhar,Malayalam,0,"Thilakan,Sukumaran,Geetha,Saikumar,Asokan,Adoor Bhawani,Prem Kumar,T.P. Madhavan,Mahesh,Babu Namboothiri,Kaviyoor Ponnamma,K.P.A.C. Sabu,Shari,Jagathi Sreekumar,Manu Varma",http://www.imdb.com/title/tt0353192/?ref_=adv_li_tt
444,Arangum Aniyarayum,0,,1980,,P. Chandrakumar,Malayalam,0,,http://www.imdb.com/title/tt0333090/?ref_=adv_li_tt
445,Arani,0,Drama,2016,2016-04-29,Raa Prasad,Malayalam,0,Pradeep Mekkara,http://www.imdb.com/title/tt5707044/?ref_=adv_li_tt
446,Aranjaanam,0,,1982,,Venu,Malayalam,0,,http://www.imdb.com/title/tt0333091/?ref_=adv_li_tt
447,Arante Mulla Kochu Mulla,0,"Comedy, Drama, Romance",1984,,Balachandra Menon,Malayalam,0,"Balachandra Menon,Shanker,Rohini,Lizy,Sabitha Anand,Lakshmi,Srividya,Thilakan,M.G. Soman,Venu Nagavalli,Sankaradi,Sukumari,Maniyanpilla Raju,T.P. Madhavan",http://www.imdb.com/title/tt0240347/?ref_=adv_li_tt
448,Aranyakam,0,"Crime, Drama, Thriller",1988,,T. Hariharan,Malayalam,0,"Saleena,Devan,Vineeth,Parvathi,Jagannatha Varma,Balan K. Nair,Nedumudi Venu,Bahadur,Prathapachandran,Captain Raju,Sukumari,Valsala Menon",http://www.imdb.com/title/tt0230003/?ref_=adv_li_tt
449,Arappatta Kettiya Graamathil,109,Drama,1986,1986-05-01,P. Padmarajan,Malayalam,0,"Mammootty,Asokan,Nedumudi Venu,Sukumari,Jagathi Sreekumar,Thilakan,Unnimary,Kunjandi,Achankunju,Kanakalatha,Krishnan Kutty Nair,Kothuku Nanappan,Philomina,Poojappura Radhakrishnan,Ramachandran",http://www.imdb.com/title/tt0248675/?ref_=adv_li_tt
450,Aravam,0,"Comedy, Drama, Romance",1980,,Bharathan,Malayalam,0,"Bahadur,Nedumudi Venu,Pramila,Prathap Pothen,Janardanan,K.P.A.C. Lalitha,Manavalan Joseph,Pattam Sadan,Ouseppachan,Kottayam Santha",http://www.imdb.com/title/tt0155507/?ref_=adv_li_tt
451,Arayannam,0,,1981,,P. Gopikumar,Malayalam,0,,http://www.imdb.com/title/tt0333092/?ref_=adv_li_tt
452,Arayannegalude Veedu,0,Drama,2000,,Ambazhathil Karunakaran Lohithadas,Malayalam,0,"Mammootty,Lakshmi Gopalaswamy,Kaviyoor Ponnamma,Devan,Sona Nair,Siddique,Bindu Panikkar,Cochin Hanifa,Oduvil Unnikrishnan,Krishna Kumar,Lal,Kumari Joemol,Sivaji,Zeenath,Rashmi Soman",http://www.imdb.com/title/tt0273090/?ref_=adv_li_tt
453,Archana,0,,1966,,K.S. Sethumadhavan,Malayalam,0,"Adoor Bhasi,Madhu,Sharada",http://www.imdb.com/title/tt0254122/?ref_=adv_li_tt
454,Archana Aaradhana,0,,1985,,Sajan,Malayalam,0,,http://www.imdb.com/title/tt0278313/?ref_=adv_li_tt
455,Archana Teacher,137,Drama,1981,1981-10-16,P.N. Menon,Malayalam,0,"Seema,Venu Nagavalli,Sukumari,Madhu,P.K. Abraham,Ambika,T.P. Madhavan,Aranmulla Ponnamma,Sankaradi,K.P.A.C. Sunny",http://www.imdb.com/title/tt0240348/?ref_=adv_li_tt
456,Ardha Raathri,0,,1986,,Ashokan,Malayalam,0,,http://www.imdb.com/title/tt0352176/?ref_=adv_li_tt
457,Ardham,134,"Comedy, Crime, Drama",1989,1989-07-28,Sathyan Anthikad,Malayalam,0,"Mammootty,Sreenivasan,Jayaram,Murali,Parvathi,Saranya Ponvannan,Kollam Thulasi,Mammukoya,Philomina,Thikkurisi Sukumaran Nair,Sukumari,Keerikkadan Jose,Jagannatha Varma,Azeez,Oduvil Unnikrishnan",http://www.imdb.com/title/tt0271369/?ref_=adv_li_tt
458,Ardhana,0,,1993,,I.V. Sasi,Malayalam,0,,http://www.imdb.com/title/tt0353196/?ref_=adv_li_tt
459,Arhatha,0,"Action, Drama, Thriller",1990,,I.V. Sasi,Malayalam,0,"Mohanlal,Urvashi,Suresh Gopi,M.G. Soman,Rekha Mallick,Captain Raju,Lalu Alex,Pappu,Jagathi Sreekumar,Sukumari,K.P. Ummer,Janardanan,K.P.A.C. Sunny,Usha,Unnimary",http://www.imdb.com/title/tt0278314/?ref_=adv_li_tt
460,Arike,118,Romance,2012,2012-05-18,Shyamaprasad,Malayalam,50000000,"Prakash Bare,Dileep,Mamta Mohandas,Samvrutha Sunil",http://www.imdb.com/title/tt2457548/?ref_=adv_li_tt
461,Arikil Oraal,145,Mystery,2013,2013-08-30,Sunil Ibrahim,Malayalam,2500000,"Shine Tom Chacko,Indrajith,Lena,Ramya Nambeeshan,Nivin Pauly,Prathap Pothen,Riya Saira,Sunil Sukhada",http://www.imdb.com/title/tt3288508/?ref_=adv_li_tt
462,Arikkari Ammu,0,,1981,,Shrikumaran Thampi,Malayalam,0,,http://www.imdb.com/title/tt0333094/?ref_=adv_li_tt
463,Arimpara,90,Drama,2003,2004-06-30,Murali Nair,Malayalam,0,"Nedumudi Venu,Sona Nair,Bharathan Njavakkal,Rajan Sithara,Master Bhagyanath",http://www.imdb.com/title/tt0364211/?ref_=adv_li_tt
464,Ariyappedatha Rahasyam,0,"Action, Crime, Thriller",1981,,Venu,Malayalam,0,"Prem Nazir,Jayan,Jose Prakash,Jayabharati,Janardanan,Mala Aravindan,Alummoodan,Poojappura Ravi",http://www.imdb.com/title/tt0315784/?ref_=adv_li_tt
465,Ariyatha Veethikal,0,Drama,1984,,K.S. Sethumadhavan,Malayalam,0,"Madhu,Mohanlal,Ramachandran,Mammootty,Maniyanpilla Raju,Rahman,Rohini,Sukumari,Karamana Janardanan Nair,Kaviyoor Ponnamma,Sabitha Anand",http://www.imdb.com/title/tt0268943/?ref_=adv_li_tt
466,Arjun Dennis,0,,1988,,Kottayam Chellappan,Malayalam,0,,http://www.imdb.com/title/tt0352177/?ref_=adv_li_tt
467,Arjunan Pillayum Anchu Makkalum,0,,1997,,P. Chandrasekhar,Malayalam,0,"Mala Aravindan,Harisree Asokan,Baiju,Charmila,Jagadish,Kalpana,Cherthala Lalitha,K.P.A.C. Lalitha,Bindu Panikkar,C.I. Paul,Jagathi Sreekumar,Innocent Vareed Thekkethala",http://www.imdb.com/title/tt0355214/?ref_=adv_li_tt
468,Arjunan Saakshi,0,Drama,2011,2011-02-24,Ranjith Sankar,Malayalam,0,"Prithviraj Sukumaran,Anand,Ann Augustine,Sarah Joseph,Suresh Krishna,Salim Kumar,Biju Menon,Mukesh,Sreekantan Nair,C.R. Neelakantan,Captain Raju,Ramu,Sidhartha Siva,Jagathi Sreekumar,Suraaj Venjarammoodu",http://www.imdb.com/title/tt1821329/?ref_=adv_li_tt
469,Aromalunni,0,,1972,,Kunchako,Malayalam,0,"Adoor Bhasi,Thikkurisi Sukumaran Nair,Prem Nazir,Ravichandran,Sheela",http://www.imdb.com/title/tt0233239/?ref_=adv_li_tt
470,Artist,0,Drama,2013,2013-08-30,Shyamaprasad,Malayalam,0,"Ann Augustine,Fahadh Faasil,Sidhartha Siva",http://www.imdb.com/title/tt3385854/?ref_=adv_li_tt
471,Aruthe,0,,1976,,Ravi,Malayalam,0,,http://www.imdb.com/title/tt0287924/?ref_=adv_li_tt
472,Aryan,181,"Action, Drama",1988,,Priyadarshan,Malayalam,0,"Mohanlal,Ramya Krishnan,Nick Mather,Monisha,Balan K. Nair,Thikkurisi Sukumaran Nair,Gavin Packard,Priya,Sharat Saxena,Sithara,Sukumari",http://www.imdb.com/title/tt0254972/?ref_=adv_li_tt
473,Asha Black,0,"Drama, Thriller",2014,2014-10-10,John Robinson,Malayalam,0,"Arjun Lal,Sarath Kumar,Manoj K. Jayan,Devan,M.S. Bhaskar,Anjali Aneesh Upasana",http://www.imdb.com/title/tt5034328/?ref_=adv_li_tt
474,Ashirvadam,0,,1976,,I.V. Sasi,Malayalam,0,"Jayan,Nagesh,Sridevi",http://www.imdb.com/title/tt0186834/?ref_=adv_li_tt
475,Ashoka Vanam,0,,1978,,M. Krishnan Nair,Malayalam,0,"Adoor Bhasi,Jose Prakash,Jagathi Sreekumar,Sukumaran",http://www.imdb.com/title/tt0268150/?ref_=adv_li_tt
476,Ashokante Aswathikuttikku,0,,1989,,Vijayan Karote,Malayalam,0,"Asokan,Adoor Bhasi,Devan,Parvathi,Sankaradi,Seema,Soman,Jagathi Sreekumar,Innocent Vareed Thekkethala,Thilakan",http://www.imdb.com/title/tt0353200/?ref_=adv_li_tt
477,Ashtabandham,0,,1986,,Askar,Malayalam,0,,http://www.imdb.com/title/tt0352181/?ref_=adv_li_tt
478,Ashtamudi Kayal,0,,1978,,K.P. Pillai,Malayalam,0,"Thikkurisi Sukumaran Nair,Prem Nazir",http://www.imdb.com/title/tt0271973/?ref_=adv_li_tt
479,Ashtangalam,0,,1977,,P. Gopikumar,Malayalam,0,,http://www.imdb.com/title/tt0318314/?ref_=adv_li_tt
480,Ashtapadi,0,,1983,,Ambili,Malayalam,0,"Adoor Bhasi,Sukumari",http://www.imdb.com/title/tt0317107/?ref_=adv_li_tt
481,Ashthami Rohini,0,,1975,,A.B. Raj,Malayalam,0,Prem Nazir,http://www.imdb.com/title/tt0278948/?ref_=adv_li_tt
482,Ashwamedham,135,,1967,,A. Vincent,Malayalam,0,"Adoor Bhasi,Madhu,Prem Nazir,Sathyan,Sheela",http://www.imdb.com/title/tt0213457/?ref_=adv_li_tt
483,Ashwaradham,0,,1980,,I.V. Sasi,Malayalam,0,,http://www.imdb.com/title/tt0333100/?ref_=adv_li_tt
484,Ashwathama,121,,1978,,K.R. Mohanan,Malayalam,0,"Madambu Kunhukuttan,Savitri,Vidhubala",http://www.imdb.com/title/tt0243771/?ref_=adv_li_tt
485,Asthamayam,0,,1978,,P. Chandrakumar,Malayalam,0,"Thikkurisi Sukumaran Nair,Sharada",http://www.imdb.com/title/tt0271976/?ref_=adv_li_tt
486,Asthamikkatha Pakalukal,0,,1981,,A. Sheriff,Malayalam,0,,http://www.imdb.com/title/tt0333103/?ref_=adv_li_tt
487,Asthi,0,,1983,,Ravi,Malayalam,0,,http://www.imdb.com/title/tt0344863/?ref_=adv_li_tt
488,Asthikal Pookunnu,0,,1989,,Sreekumar,Malayalam,0,,http://www.imdb.com/title/tt0353202/?ref_=adv_li_tt
489,Asthram,0,Drama,1983,,P.N. Menon,Malayalam,0,"Gopi,Mammootty,Mohanlal,Nedumudi Venu,Shalini,Jagathi Sreekumar,Sukumari,Lizy,Balan K. Nair,Sankaradi",http://www.imdb.com/title/tt0215529/?ref_=adv_li_tt
490,Asura Samhaaram,0,,1988,,Rajan Nagendra,Malayalam,0,,http://www.imdb.com/title/tt0352183/?ref_=adv_li_tt
491,Asuravamsam,0,,1997,,Shaji Kailas,Malayalam,0,"Kollam Ajith,Augustine,Chippy,Rajan P. Dev,Ilavarasi,Manoj K. Jayan,Ganesh Kumar,Kunchan,Lalithasree,Madhupal,Mammukoya,Biju Menon,Valsala Menon,Narayanan Nair,Bindu Panikkar",http://www.imdb.com/title/tt0273096/?ref_=adv_li_tt
492,Asuravithu,0,Action,2012,2012-01-06,A.K. Sajan,Malayalam,0,"Asif Ali,Baburaj,Rony David,Lena,Seema G. Nair,Maqbool Salmaan,Siddique,Samvrutha Sunil,Vishnu Unnikrishnan,I.M. Vijayan,Vijayaraghavan",http://www.imdb.com/title/tt2210443/?ref_=adv_li_tt
493,Asuravithu,158,,1968,,A. Vincent,Malayalam,0,"P.J. Anthony,Adoor Bhasi,Prem Nazir,Sharada",http://www.imdb.com/title/tt0213460/?ref_=adv_li_tt
494,Asurayugam,0,,2002,,Mohan Thomas,Malayalam,0,Salimbava,http://www.imdb.com/title/tt0356374/?ref_=adv_li_tt
495,Aswaroodan,0,,2006,2006-06,Jayaraaj,Malayalam,0,"Suresh Gopi,Padmapriya,M.B. Padmakumar",http://www.imdb.com/title/tt1102171/?ref_=adv_li_tt
496,Aswathy,0,,1974,,Jeassy,Malayalam,0,"Adoor Bhasi,Prem Nazir",http://www.imdb.com/title/tt0278951/?ref_=adv_li_tt
497,Atchanum Makanum,0,,1957,,Vimal Kumar,Malayalam,0,Thikkurisi Sukumaran Nair,http://www.imdb.com/title/tt0252909/?ref_=adv_li_tt
498,Atham Chitira Chothy,0,,1986,,A.T. Abu,Malayalam,0,,http://www.imdb.com/title/tt0352185/?ref_=adv_li_tt
499,Athbhutha Dweepu,0,"Adventure, Comedy, Fantasy",2005,2005-04-01,Vinayan,Malayalam,0,"Ajaykumar,Prithviraj Sukumaran,Mallika Kapoor,Jagathi Sreekumar,Jagadish,Bindu Panikkar,Kalpana,Indrans,Ponnamma Babu,Vettoor Purushan,Baburaj,Valsala Menon",http://www.imdb.com/title/tt0460400/?ref_=adv_li_tt
500,Athidhi Mandhiram,0,,2002,,Naru Narayanan,Malayalam,0,Manoj Nair,http://www.imdb.com/title/tt0356375/?ref_=adv_li_tt
501,Athinumappuram,0,,1987,1987-05-08,Kottayam Chellappan,Malayalam,0,"Geetha,Mammootty,Mukesh",http://www.imdb.com/title/tt0271378/?ref_=adv_li_tt
502,Athirathram,0,"Action, Crime, Drama",1984,,I.V. Sasi,Malayalam,0,"Mammootty,Mohanlal,Seema,Shanker,Lalu Alex,Raveendran,Captain Raju,K.P. Ummer,Jalaja,Maniyanpilla Raju,Achankunju,Sukumari,Adoor Bhasi,Kunchan,Meena",http://www.imdb.com/title/tt0268954/?ref_=adv_li_tt
503,Athirtikal,0,,1988,,J.D. Thottan,Malayalam,0,,http://www.imdb.com/title/tt0352186/?ref_=adv_li_tt
