id,name,duration,genre,titleYear,releaseDate,director,language,budget,cast,link
8121,Dukh Samundron Paar De,0,Drama,1996,1996-01-01,Harbhajan Pawar,Panjabi,0,"Bobby Canadian,Harbhajan Pawar",http://www.imdb.com/title/tt4782232/?ref_=adv_li_tt
8122,Dukh Sukh,0,,1942,,Ram Daryani,Hindi,0,Mukesh,http://www.imdb.com/title/tt0158593/?ref_=adv_li_tt
8123,Dukh Sukh,0,Drama,1974,1974-01-01,,Hindi,0,"Sandeep Kumar,Jyothi Lakshmi,Vijayalalitha",http://www.imdb.com/title/tt3083992/?ref_=adv_li_tt
8124,Dukh-Dard,0,Drama,1988,1988-01-01,,Hindi,0,"Arjun Chakraborty,Janeshwari,Praveen Kumar,Shreeram Lagoo",http://www.imdb.com/title/tt2894138/?ref_=adv_li_tt
8125,Dukhada Khame Dikri,0,,1981,,,Gujarati,0,,http://www.imdb.com/title/tt0212926/?ref_=adv_li_tt
8126,Dukhda Haro Maa Dasha Maa,130,Drama,2005,2005-07-22,Utpal Modi,Gujarati,6000000,"Hiten Kumar,Farida Mir",http://www.imdb.com/title/tt4680700/?ref_=adv_li_tt
8127,Dukhiari,0,,1930,,V.M. Vyas,,0,,http://www.imdb.com/title/tt0391097/?ref_=adv_li_tt
8128,Dukhir Imaan,0,,1954,,Sushil Majumdar,Bengali,0,"Bhanu Bannerjee,Kanu Bannerjee,Ashu Bose,Nripati Chatterjee,Jiban Ganguly,Tulsi Lahiri,Robin Majumdar,Sushil Majumdar,Krishnadhan Mukherjee,Mani Srimani",http://www.imdb.com/title/tt0237190/?ref_=adv_li_tt
8129,Dukhiyari,0,,1948,,D.K. Ratan,Hindi,0,"Surendra,Trilok Kapoor,Meena Shorey,Chandra Mohan,Majnu,Bhudo Advani,Ramesh Mahta,Ranjit Kumari,Chand Burke,Cuckoo,Master Vinayak",http://www.imdb.com/title/tt0377820/?ref_=adv_li_tt
8130,Dukhiyari,0,,1937,,,Hindi,0,Nazir,http://www.imdb.com/title/tt0377819/?ref_=adv_li_tt
8131,Dukhtare Hind,0,,1934,,Anand Prasad Kapoor,Hindi,0,"Bhudo Advani,Tara",http://www.imdb.com/title/tt0231501/?ref_=adv_li_tt
8132,Dukkhe Jader Jibon Gora,0,Drama,1946,1946-12-20,Obaidul Haque,Bengali,0,"Jahar Ganguli,Nabadwip Halder,Fateh Lohani,Renuka Roy",http://www.imdb.com/title/tt5961684/?ref_=adv_li_tt
8133,Dulaara,0,"Crime, Mystery, Thriller",1994,1994-01-28,Vimal Kumar,Hindi,0,"Govinda,Karisma Kapoor,Ranjeet,Farida Jalal,Satyajeet,Rakesh Bedi,Gulshan Grover,Dalip Tahil,Mac Mohan,Yunus Parvez,Rajesh Puri,Tej Sapru,Guddi Maruti,Javed Khan,Debu",http://www.imdb.com/title/tt0121232/?ref_=adv_li_tt
8134,Dulaara,160,Drama,2015,2015-09-17,Rajkumar R. Pandey,Bhojpuri,15000000,"Abhilasha,Rani Chatterjee,Mohini Ghosh,Ashutosh Khare,Neel Singh Mani,Awadhesh Mishra,Vandhani Mishra,Pradeep Pandey,Gopal Rai,Pushpa Shukla,Jassi Singh,Ritu Singh,Sen Dutt Singh,Tanushree,Manoj Tiger",http://www.imdb.com/title/tt4868958/?ref_=adv_li_tt
8135,Dulari,0,"Musical, Romance",1949,,Abdul Rashid Kardar,Hindi,0,"Suresh,Shyam Kumar,Madhubala,Geeta Bali,Jayant,Pratima Devi,Amar,Nawab",http://www.imdb.com/title/tt0130643/?ref_=adv_li_tt
8136,Dulari,0,,1926,,Manilal Joshi,,0,,http://www.imdb.com/title/tt0231502/?ref_=adv_li_tt
8137,Dulari Bibi,0,,1933,,Debaki Bose,Urdu,0,,http://www.imdb.com/title/tt0156497/?ref_=adv_li_tt
8138,Dulha,0,Drama,1992,1992-01-01,Adarsh Jain,Bhojpuri,0,"Dimple Arora,Atlee Brar,Jamuna,Vijay Rana",http://www.imdb.com/title/tt5224292/?ref_=adv_li_tt
8139,Dulha Babu,0,Drama,2006,2006,Virendra Rathore,Bhojpuri,0,,http://www.imdb.com/title/tt6002174/?ref_=adv_li_tt
8140,Dulha Bikta Hai,0,"Family, Drama",1982,,Anwar Pasha,Hindi,0,"Raj Babbar,Anita Raj,Simple Kapadia,Madan Puri,Neelam,Tamanna,Urmila Bhatt,Iftekhar,Neelam Mehra,Jagdish Raj",http://www.imdb.com/title/tt0349382/?ref_=adv_li_tt
