id,name,duration,genre,titleYear,releaseDate,director,language,budget,cast,link
894,Devudu Chesina Pelli,0,,1974,,Rama Rao Tatineni,Telugu,0,"Shobhan Babu,Murali Mohan,Sharada",http://www.imdb.com/title/tt0259971/?ref_=adv_li_tt
895,Devudu Mamayya,0,Drama,1981,1981-01-14,K. Vasu,Telugu,0,"Shobhan Babu,Nagesh,Sridhar,Vanisri,Vijayalalitha",http://www.imdb.com/title/tt0779728/?ref_=adv_li_tt
896,Devudulanti Manishi,0,,1975,,Rao C.S.R.,Telugu,0,Sridevi,http://www.imdb.com/title/tt0186960/?ref_=adv_li_tt
897,Devullu,0,Drama,2001,,Kodi Ramakrishna,Telugu,0,"Nitya,Nandan,Prithvi,Raasi,Allu Ramalingaiah,Radhabai,A.V.S. Subramanyam,Srikanth,Laya,Rajendraprasad,Anil,Balasubramaniam S.P.,Suman,Ramya Krishnan,Kalpana",http://www.imdb.com/title/tt0305423/?ref_=adv_li_tt
898,Devuni Gelichina Manavudu,0,,1967,,Hunsur Krishnamurthy,Telugu,0,"Rajkumar,Vanisri",http://www.imdb.com/title/tt0233560/?ref_=adv_li_tt
899,Deyyam,86,Horror,1996,,Ram Gopal Varma,Telugu,0,"J.D. Chakravarthi,Jayasudha,Maheshwari,Jagan,Tanikella Bharani,Jeeva,Ravi",http://www.imdb.com/title/tt0266464/?ref_=adv_li_tt
900,Dhada,147,"Action, Comedy",2011,2011-08-11,Ajay Bhuyan,Telugu,0,"Naga Chaitanya Akkineni,Kajal Aggarwal,Srikanth,Kelly Dorji,Rahul Dev,Shamiksha,Brahmanandam,Kuldeep Ruhil,Venu Madhav,Dharmavarapu Subramanyam,Ali,Mukesh Rishi,Tanikella Bharani,Uttej,Aruna Shields",http://www.imdb.com/title/tt1954381/?ref_=adv_li_tt
901,Dhadhar Express,0,Drama,1991,1991,Satya Murthy,Telugu,17000000,"Babu,Brahmanandam,Raju",http://www.imdb.com/title/tt1579538/?ref_=adv_li_tt
902,Dhairyam,0,Romance,2005,2005-02-12,Teja,Telugu,20000000,"Nithiin,Raima Sen,Aishwarya,Ali,Ananth,Babloo,Tanikella Bharani,Brahmanandam,Chalapathi Rao,Mohan Duvvasi,Lakshman Rao Kondavalasa,Srinivasa Rao Kota,Sriram L.B.,Venu Madhav,Mallikharjunarao",http://www.imdb.com/title/tt1579754/?ref_=adv_li_tt
903,Dham,0,Action,2003,2003-07-25,Raju Vupati,Telugu,24000000,"Sonia Agarwal,Ali,Jagapathi Babu,Brahmanandam,Krishna Chaitanya,Chalapathi Rao,Kavitha,Venu Madhav,Madhumitha,Neha Mehatha,Satya Prakash,Suman Shetty,Sonyraj",http://www.imdb.com/title/tt1579755/?ref_=adv_li_tt
904,Dhammu,155,"Action, Drama",2012,2012-04-27,Boyapati Srinu,Telugu,0,"Junior N.T.R.,Trisha Krishnan,Karthika Nair,Nassar,Srinivasa Rao Kota,Brahmanandam,Ali,Tanikella Bharani,Chalapathi Rao,Aahuthi Prasad,Subhalekha Sudhakar,Ranganath,Bhanupriya,Rahul Dev,Venu Madhav",http://www.imdb.com/title/tt2294567/?ref_=adv_li_tt
905,Dhana 51,0,Action,2005,2005-08-29,R. Surya Kiran,Telugu,0,"Sumanth,Saloni Aswani,Ali,Balaiah,Tanikella Bharani,Gundu Hanumantha Rao,Devadas Kanakala,Mukesh Khanna,Lakshman Rao Kondavalasa,Raghava Malladi,Mallikharjunarao,Saloni Mehta,Radhakumari,Prakash Raj,Delhi Rajeshwari",http://www.imdb.com/title/tt0929607/?ref_=adv_li_tt
906,Dhanalakshmi I Love You,0,Comedy,2002,2002-10-18,Siva Nageswara Rao,Telugu,0,"Naresh,Allari Naresh,Aditya Om,Ankita,Banerji,Tanikella Bharani,Aahuthi Prasad,Suman Shetty,Sonyraj,Dharmavarapu Subramanyam",http://www.imdb.com/title/tt3411666/?ref_=adv_li_tt
907,Dhanama? Daivama?,0,,1973,,Rao C.S.R.,Telugu,0,,http://www.imdb.com/title/tt0261649/?ref_=adv_li_tt
908,Dhanush,150,Action,2003,2003,Nallamothu Srinivasa Rao,Telugu,0,"Brahmanandam,Kirangill,Naveen Vadde",http://www.imdb.com/title/tt1579946/?ref_=adv_li_tt
909,Dharma Chakram,144,Thriller,1996,1996-01-13,Suresh Krishna,Telugu,0,"Brahmanandam,Venkatesh Daggubati,Gummadi,Girish Karnad,Sankar Rao Kota,Ramya Krishnan,D. Rama Naidu,Prema,Rallapalli,Subbaraya Sarma,Somayajulu,Srividya,A.V.S. Subramanyam",http://www.imdb.com/title/tt0317351/?ref_=adv_li_tt
910,Dharma Chakram,0,,1980,,Lakshmi Deepak,Telugu,0,"Mohan Babu,Gummadi,Pandharibai,Jaya Prada,Sharada",http://www.imdb.com/title/tt0350806/?ref_=adv_li_tt
911,Dharma Daata,0,Drama,1970,,A. Sanjeevi,Telugu,0,"Akkineni Nageshwara Rao,Kanchana,Showkar Janaki",http://www.imdb.com/title/tt0260858/?ref_=adv_li_tt
912,Dharma Kshetram,0,,1992,,,Telugu,0,Divya Bharti,http://www.imdb.com/title/tt0317353/?ref_=adv_li_tt
913,Dharma Peetam Daddarillindi,0,Drama,1986,,Narayana Rao Dasari,Telugu,0,"Shobhan Babu,Sharada,Jayasudha",http://www.imdb.com/title/tt0262372/?ref_=adv_li_tt
914,Dharma Teja,0,,1988,,Pevala,Telugu,0,Sharada,http://www.imdb.com/title/tt0361504/?ref_=adv_li_tt
915,Dharmadevata,0,"Musical, Drama",1952,,P. Pullaiah,Telugu,0,"Shanta Kumari,Mudigonda Lingamurthy,Mukkamala,Kaushik,Narasimha Rao Bhimavarapu,Girija,Relangi Venkatramaiah,Rama Murthy Nalla,Vangara,Lakshmi Prabha,Lalita Devi,Doraiswamy,Saraswathi,Mohan,Padmini",http://www.imdb.com/title/tt0255922/?ref_=adv_li_tt
916,Dharmane Jayam,0,,1960,,Kadaru Nagabhushanam,Telugu,0,,http://www.imdb.com/title/tt0245868/?ref_=adv_li_tt
917,Dharmangada,0,"Drama, Musical",1949,1949-10-01,Hanumappa Vishwanath Babu,Telugu,0,"Govindrajulu Subba Rao,Krishnaveni,Mudigonda Lingamurthy,Suryakantham",http://www.imdb.com/title/tt0154405/?ref_=adv_li_tt
918,Dharmapatni,170,Drama,1941,1941-01,P. Pullaiah,Telugu,0,"Bhanumathi Ramakrishna,Shanta Kumari,Hanumantha Rao Kallakoori,Hemalatha,Lakshmi Narasimha Rao K.,Achari,Adinarayanaiah,Peddapuram Raju,Akkineni Nageshwara Rao",http://www.imdb.com/title/tt0255924/?ref_=adv_li_tt
919,Dhee,0,Comedy,2007,2007-04-13,Sreenu Vaitla,Telugu,40000000,"Vishnu Manchu,Genelia D'Souza,Srihari,Ajay,Tanikella Bharani,Master Bharath,Brahmanandam,Chandramohan,Vajja Venkata Giridhar,Jaya Prakash Reddy,Prema,Prudhviraj,Delhi Rajeshwari,Santoshini,Chitram Seenu",http://www.imdb.com/title/tt0807943/?ref_=adv_li_tt
920,Dhee Ante Dhee,161,"Action, Comedy, Romance",2015,2015-05-15,Srinivasa Rao Jonnalagadda,Telugu,0,"Srikanth Meka,Sonia Mann,Brahmaji,Satya Prakash,Jayaprakash Reddy",http://www.imdb.com/title/tt5543436/?ref_=adv_li_tt
921,Dhenikaina Ready,0,"Action, Comedy, Romance",2012,2012-10-24,G. Nageswara Reddy,Telugu,150000000,"Aishwarya,Raghu Babu,Master Bharath,Brahmanandam,Chalapathi Rao,Vennela Kishore,Srinivasa Rao Kota,Sriram L.B.,Vishnu Manchu,Duvasi Mohan,Hansika Motwani,M.S. Narayana,Prabhu,Pragathi,Ravi Prakash",http://www.imdb.com/title/tt2393775/?ref_=adv_li_tt
922,Dhoni,135,"Drama, Family",2012,2012-02-10,Prakash Raj,Tamil,0,"Prakash Raj,Aakash,Radhika Apte,Nassar,Tanikella Bharani,Gollapudi Maruthi Rao,Brahmanandam,Thalaivasal Vijay,Melkote,Murli Sharma,Ananth,Srilakshmi,Sriteja,Singamuthu,Gopinath",http://www.imdb.com/title/tt2217781/?ref_=adv_li_tt
923,Dhoom 2,152,"Action, Thriller",2006,2006-11-24,Sanjay Gadhvi,Hindi,350000000,"Abhishek Bachchan,Uday Chopra,Hrithik Roshan,Aishwarya Rai Bachchan,Bipasha Basu,Rimi Sen,Trishla Said,Nikio,Railey,Harry,James,Taufrique,Yusuf Hussain,Arjun Sablok,Samer Shardh",http://www.imdb.com/title/tt0441048/?ref_=adv_li_tt
924,Dhoom:3,172,"Action, Crime, Thriller",2013,2013-12-20,Vijay Krishna Acharya,Hindi,0,"Katrina Kaif,Aamir Khan,Tabrett Bethell,Abhishek Bachchan,Jackie Shroff,Uday Chopra,Andrew Bicknell,Angelica Salek,Keira McCarthy,Kim DeJesus,Jordyn Paige Bolber,Jacqueline Scislowski,Jim Nieciecki,Riya Ray,M'laah Kaur Singh",http://www.imdb.com/title/tt1833673/?ref_=adv_li_tt
925,Dhruva,0,"Action, Thriller",2016,2016-10-07,Surrender Reddy,Telugu,50000000,"Ram Charan,Nassar,Navdeep,Rakul Preet Singh,Arvind Swamy",http://www.imdb.com/title/tt6027478/?ref_=adv_li_tt
926,Dhruva,0,,1936,,Chittajalu Pullayya,Telugu,0,Rao C.S.R.,http://www.imdb.com/title/tt0255114/?ref_=adv_li_tt
927,Dhruvanakshatram,147,"Action, Drama",1989,1989-06-29,Nageshwara Rao Y.,Telugu,0,"Mohan Babu,Brahmanandam,Venkatesh Daggubati,Rajani,Subbaraya Sarma,Sharada",http://www.imdb.com/title/tt0361506/?ref_=adv_li_tt
928,Dictator,155,"Action, Drama",2016,2016-01-14,Sriwass,Telugu,300000000,"Nandamuri Bala Krishna,Anjali,Sonal Chauhan,Vikramjeet Virk,Nassar,Rati Agnihotri,Nawab Shah,Kabir Duhan Singh,Sayaji Shinde,Suman,Stefan Alamanov,Arjun Kolishetty",http://www.imdb.com/title/tt5304086/?ref_=adv_li_tt
929,Dikkatra Parvathi,0,,1973,,Singeetham Srinivasa Rao,Telugu,0,"Lakshmi,Srikanth",http://www.imdb.com/title/tt0264537/?ref_=adv_li_tt
930,Dil,180,,2003,2003-04-04,Vinayak V.V.,Telugu,0,"Nithiin,Neha Bamb,Raghu Babu,Chalapathi Rao,Rajan P. Dev,Mohan Duvvasi,Sriram L.B.,Venu Madhav,M.S. Narayana,Kausha Rach,Prakash Raj,Sudha",http://www.imdb.com/title/tt0367657/?ref_=adv_li_tt
931,Dil Deewana,126,"Comedy, Romance",2014,2014-02-07,Kiran Reddy Thumma,Telugu,20000000,"Neha Deshpande,Rohit Madupu,Nagendra Babu,Rajarjun,Krutika Singhaal",http://www.imdb.com/title/tt3510102/?ref_=adv_li_tt
932,Dil Se..,163,"Drama, Romance",1998,1998-08-21,Mani Ratnam,Hindi,0,"Shah Rukh Khan,Manisha Koirala,Preity Zinta,Raghuvir Yadav,Sabyasachi Chakraborty,Piyush Mishra,Krishnakant,Aditya Srivastava,Ken Philip,Sanjay Mishra,Mita Vasisht,Arundhati Rao,Malaika Arora,Gautam Bora,Manjit Bawa",http://www.imdb.com/title/tt0164538/?ref_=adv_li_tt
933,Disco King,0,"Drama, Musical",1984,,Prasad,Telugu,0,"Kongara Jaggaiah,Nandamuri Bala Krishna,Tulasi",http://www.imdb.com/title/tt0449225/?ref_=adv_li_tt
934,Dohchay,138,Action,2015,2015-04-24,Sudheer Varma,Telugu,140000000,"Naga Chaitanya Akkineni,Ravi Babu,Brahmanandam,Jeeva,Krishna Murali Posani,Praveen,Rao Ramesh,Tanya Sachadeva,Kriti Sanon,Satya",http://www.imdb.com/title/tt4463780/?ref_=adv_li_tt
935,Dollar Dreams,100,Drama,2000,2000,Sekhar Kammula,English,0,"Anish Kuruvilla,Satya Krishnan,Dashveer Singh,Santosh Kumar,Ravi Raju,Sunitha Tati",http://www.imdb.com/title/tt2076837/?ref_=adv_li_tt
936,Don,154,"Action, Crime, Drama",2007,2007-12-20,Lawrence Raghavendra,Telugu,0,"Nagarjuna Akkineni,Anushka Shetty,Lawrence Raghavendra,Nikita Thukral,Kelly Dorji,Nassar,Chetan Hansraj,Chalapathi Rao,Jeeva,Saleem Baig,Srinivasa Rao Kota,Kushal Punjabi,Supreet",http://www.imdb.com/title/tt1169270/?ref_=adv_li_tt
937,Don Seenu,164,"Action, Comedy, Crime",2010,2010-08-06,Gopichand Malineni,Telugu,0,"Ravi Teja,Shriya Saran,Srihari,Sayaji Shinde,Brahmanandam,Ali,Suneel,Raghu Babu,Krishna Bhagavan,Nassar,Mohan Duvvasi,Brahmaji,Delhi Rajeshwari,Satyam Rajesh,Anjana Sukhani",http://www.imdb.com/title/tt1692189/?ref_=adv_li_tt
938,Donga,0,"Action, Drama",1985,1985-03-14,Kodanda Rami Reddy A.,Telugu,0,"Chiranjeevi,Radha,Satyanarayana Kaikala,Raogopalrao,Allu Ramalingaiah,Nutan Prasad,Annapoorna",http://www.imdb.com/title/tt0245871/?ref_=adv_li_tt
939,Donga Kollu,0,"Comedy, Drama",1988,,Vijaya Baapineedu,Telugu,0,"Rajendraprasad,Sumalatha,Nutan Prasad,Shubha,Brahmanandam,Satyanarayana Kaikala,Vijaya Y.,Satyanarayana Vankayala",http://www.imdb.com/title/tt0271468/?ref_=adv_li_tt
940,Donga Mogudu,168,"Action, Comedy",1987,1987-01-09,Kodanda Rami Reddy A.,Telugu,0,"Chiranjeevi,Raogopalrao,Maruthirao Gollapudi,Bhanupriya,Radhika Sarathkumar,Jayanthi,Madhavi,Suthi Velu,Charan Raj,Allu Ramalingaiah,Ranganath",http://www.imdb.com/title/tt0245872/?ref_=adv_li_tt
941,Donga Police,130,"Action, Comedy",1992,1992,K.S. Prakash Rao,Telugu,0,"Mohan Babu,Brahmanandam,Mamta Kulkarni",http://www.imdb.com/title/tt1244536/?ref_=adv_li_tt
942,Donga Ramudu,197,,1955,1955-10-01,Kadri Venkata Reddy,Telugu,0,"Akkineni Nageshwara Rao,Savitri,Jamuna,Kongara Jaggaiah,Nageswara Rao R.,Relangi Venkatramaiah,Suryakantham,Krishnamurthy Maddali,Allu Ramalingaiah,Narasimha Rao Kanchi",http://www.imdb.com/title/tt0266479/?ref_=adv_li_tt
943,Donga Ramudu,135,Action,1988,,K. Raghavendra Rao,Telugu,0,"Mohan Babu,Radha,Allu Ramalingaiah,Raogopalrao,Sharada",http://www.imdb.com/title/tt0257560/?ref_=adv_li_tt
944,Donga Ramudu & Party,0,"Comedy, Drama",2003,2003-07,Vamshi,Telugu,0,"Srikanth,Laya,Krishna Bhagavan,Tanikella Bharani,Lakshman Rao Kondavalasa,Srinivasa Rao Kota,Mallikharjunarao,Suhasini,Bhuvaneswari,M.S. Narayana,Jayaprakash Reddy,Raj,Rallapalli,Saroja Draksharamam,Jeeva",http://www.imdb.com/title/tt0342299/?ref_=adv_li_tt
945,Donga Sachinollu,0,Comedy,2008,2008-04-25,Raja Vannem Reddy,Telugu,21000000,"Krishna Bhagavan,Brahmanandam,Rambha",http://www.imdb.com/title/tt1583239/?ref_=adv_li_tt
946,Dongaata,0,Drama,1996,1996,Kodi Ramakrishna,Telugu,40000000,"Alphonsa,Ananth,Babu Mohan,Jagapathi Babu,Sarath Babu,Balaiah,Brahmanandam,Dubbing Janaki,Srinivasa Rao Kota,Mallikharjunarao,Gowtam Raju,Ritu Shivpuri,Soundarya,Subhalekha Sudhakar,Sudhakar",http://www.imdb.com/title/tt1579756/?ref_=adv_li_tt
947,Dongala Bandi,0,Comedy,2008,2008-12-12,Satish Vegesna,Telugu,0,"Allari Naresh,Tanya,Ali,Master Bharath,Brahmanandam,Jeeva,Venu Madhav,Mallishka,M.S. Narayana,Rao Ramesh,Jayaprakash Reddy,Kovai Sarala,Chitram Seenu,Geeta Singh,Jai Venu",http://www.imdb.com/title/tt1582491/?ref_=adv_li_tt
948,Dongala Dopidi,0,Action,1978,1978-05-12,Mallikharjuna Rao M.,Telugu,0,"Mohan Babu,Krishna Ghattamaneni,Giribabu,Ramana Murthi J.V.,Chalam K.V.,Kakarala,Murali Mohan,Prabha,Rajababu,Ramaprabha,Sridhar,Sripriya,Tyagaraaju",http://www.imdb.com/title/tt0779730/?ref_=adv_li_tt
949,Dongala Mutha,90,Thriller,2011,2011-03-18,Ram Gopal Varma,Telugu,650000,"Brahmaji,Brahmanandam,Charmy Kaur,Krishna Maaya,Lakshmi Manchu,Laxmi Manchu,Satya Prakash,Prakash Raj,Subbaraju,Suneel,Supreet,Ravi Teja",http://www.imdb.com/title/tt1860215/?ref_=adv_li_tt
950,Dongalaku Donga,0,Musical,1977,,K.S.R. Doss,Telugu,0,"Mohan Babu,Krishna Ghattamaneni,Pandharibai,Jaya Prada",http://www.imdb.com/title/tt0371644/?ref_=adv_li_tt
951,Dongallo Dora,0,Drama,1957,,Chengaiah,Telugu,0,"Jamuna,Akkineni Nageshwara Rao,Nageswara Rao R.,Varalakshmi G.,Relangi Venkatramaiah,Suryakantham,Ramana Reddy,Gummadi,Girija",http://www.imdb.com/title/tt0287990/?ref_=adv_li_tt
952,Dongalu Baboi Dongalu,0,,1984,,K.S.R. Doss,Telugu,0,Anjali Devi,http://www.imdb.com/title/tt0389939/?ref_=adv_li_tt
953,Dongalunnaru Jagratha,0,,1958,,Narasimha Rao Bhimavarapu,Telugu,0,"Chilakalpud Seeta Rama Anjaneyulu,Kongara Jaggaiah,Varalakshmi G.,Gummadi",http://www.imdb.com/title/tt0261660/?ref_=adv_li_tt
954,Dongata,140,Comedy,2015,2015-05-08,Vamsy Krishna,Telugu,0,"Nagarjuna Akkineni,Brahmanandam,Rana Daggubati,Lakshmi Manchu,Manoj Kumar Manchu,Madhu Nandan,Navdeep,Tapsee Pannu,Sudheer Babu Posani,Prabhakar,Pragathy,Prithvi,Jayaprakash Reddy,Adivi Sesh,T.R. Silambarasan",http://www.imdb.com/title/tt4699254/?ref_=adv_li_tt
955,Dongodi Pelli,0,,2006,2006-09-15,Kodi Ramakrishna,Telugu,0,"Rajendra Babu,Jalak Nandini,Ratna Bhattal,Srinivasa Rao Kota,Prudhviraj,Ramaprabha",http://www.imdb.com/title/tt1606204/?ref_=adv_li_tt
956,Dongodu,0,,2003,2003-08-08,Srinivasa Rao Bhimaneni,Telugu,0,"Ravi Teja,Kalyani,Ali,Tanikella Bharani,Brahmanandam,Jeeva,M.S. Narayana,Venkateswara Rao Paruchuri,Rajitha,Shakeela,Dharmavarapu Subramanyam,Suneel,Uttej,Rekha Vedavyasa",http://www.imdb.com/title/tt0377127/?ref_=adv_li_tt
957,Dookudu,170,"Action, Comedy",2011,2011-09-23,Sreenu Vaitla,Telugu,250000000,"Mahesh Babu,Samantha Ruth Prabhu,Sonu Sood,Srinivasa Rao Kota,Prakash Raj,Rajeev Kanakala,Brahmanandam,Chandramohan,Vennela Rama Rao,Sayaji Shinde,Nassar,Tanikella Bharani,Master Bharath,Pragathi,Surekha Vani",http://www.imdb.com/title/tt1756476/?ref_=adv_li_tt
958,Doosukeltha,0,Comedy,2013,2013-10-17,Veeru Potla,Telugu,0,"Vishnu Manchu,Lavanya Tripathi,Ali,Master Bharath,Brahmanandam,Hema,Vennela Kishore,Srinivasa Rao Kota,Satya Krishnan,Nagineedu,Krishna Murali Posani,Ravi Prakash,Aahuthi Prasad,Raghubabu,Rao Ramesh",http://www.imdb.com/title/tt3230300/?ref_=adv_li_tt
959,Dora Babu,0,,1974,,Rama Rao Tatineni,Telugu,0,"Kongara Jaggaiah,Akkineni Nageshwara Rao,Gummadi",http://www.imdb.com/title/tt0259985/?ref_=adv_li_tt
960,Doshi Nirdoshi,0,Action,1990,1990-12-13,,Telugu,0,"Brahmanandam,Lije,Suman",http://www.imdb.com/title/tt1579539/?ref_=adv_li_tt
961,Dost,0,Drama,2004,2004-05-03,Mupalaneni Shiva,Telugu,10000000,"Siva Balaji,Brahmanandam,Neha",http://www.imdb.com/title/tt1579758/?ref_=adv_li_tt
962,Dr. Anand,0,,1966,,V. Madhusudan Rao,Telugu,0,Anjali Devi,http://www.imdb.com/title/tt0389945/?ref_=adv_li_tt
963,Dr. Bhawani,0,,1989,,Gopal B.,Telugu,0,Sharada,http://www.imdb.com/title/tt0361534/?ref_=adv_li_tt
964,Dr. Chakravarthy,0,Drama,1964,,Adurthi Subba Rao,Telugu,0,"Akkineni Nageshwara Rao,Savitri,Kongara Jaggaiah,Showkar Janaki,Krishna Kumari,Gummadi,Suryakantham,Gitanjali,Padmanabham,Chalam,Jayanthi",http://www.imdb.com/title/tt0260868/?ref_=adv_li_tt
965,Draupadi Manasamrakshanam,159,Drama,1936,,S. Jagannath,Telugu,0,"Bellari Raghava,S. Rangaswamy,Sivaramakrishna Rao,H.N. Choudhury,Daita Gopalam,Jandhyala Gaurinatha Sastri,Surabhi Kamalabai,Banda Kanakalingeshwara Rao,Padmavati Devi,Shrihari,Leela",http://www.imdb.com/title/tt0270921/?ref_=adv_li_tt
966,Draupadi Vastrapaharanam,185,Drama,1936,,Hanumappa Vishwanath Babu,Telugu,0,"Yadavalli Suryanarayana,Chilakalpud Seeta Rama Anjaneyulu,Nagaraja Rao Nellori,Dommeti Suryanarayana,Kannamba,Nelluri Nagaraj Rao,Vemuri Gaggaiah,Arani Satyanarayana,Nagabhushanam,Satyanarayana Dommeti,Ramatilakam,Parabrahma Sastry,Vemuri Parabrahma Sastry,Katari Shakantala,Puvvula Nagarajakumari",http://www.imdb.com/title/tt0154427/?ref_=adv_li_tt
967,Dream,126,"Action, Crime, Mystery",2012,2012-10-26,Bhavani Shankar Kaipa,English,$600000,"Deepti,Jayashree,Rajendraprasad,Pavani Reddy",http://www.imdb.com/title/tt2751068/?ref_=adv_li_tt
968,Dreams,150,Drama,2002,2002,,Telugu,0,"Brahmanandam,Chandreyi Ghosh,Niraj",http://www.imdb.com/title/tt1575537/?ref_=adv_li_tt
969,Driver Ramudu,0,"Action, Drama",1979,,K. Raghavendra Rao,Telugu,0,"Taraka Rama Rao Nandamuri,Satyanarayana Kaikala,Sarathi,Mohan Babu,Jayamalini,Jayasudha,Kanchana,Rojaramani,Sridhar",http://www.imdb.com/title/tt0257571/?ref_=adv_li_tt
970,Drohi,0,,1970,,K. Bapaiah,Telugu,0,"Kongara Jaggaiah,Vanisri,Varalakshmi S.",http://www.imdb.com/title/tt0154430/?ref_=adv_li_tt
971,Drohi,179,Drama,1948,,L.V. Prasad,Telugu,0,"Varalakshmi G.,Lakshmirajyam,K.S. Prakash Rao,Kutumba Rao Rallabandi,Prabhakara Rao Kona,L.V. Prasad,Siva Rao Kasturi,Venkumamba,Surabhi Balasaraswati",http://www.imdb.com/title/tt0255130/?ref_=adv_li_tt
972,Drushyam,150,"Drama, Family, Thriller",2014,2014-07-11,Sripriya,Telugu,0,"Venkatesh Daggubati,Meena,Nadia Moidu,Venkat Siddareddy,Naresh,Venkateswara Rao Paruchuri,Kruthika,Annapoorna,Banerji,Roshan Basheer,Chalapathi Rao,Esther,Ravi Kale,Chaitanya Krishna,Jogi Naidu",http://www.imdb.com/title/tt3810932/?ref_=adv_li_tt
973,Dubai Seenu,0,Comedy,2007,2007-06-07,Sreenu Vaitla,Telugu,0,"Ravi Teja,Nayanthara,J.D. Chakravarthi,Neha Bamb,M.S. Narayana,Venu Madhav,Suneel,Sayaji Shinde,Brahmanandam,Raghu Babu,Krishna Bhagavan,Bhanuchander,Master Bharath,Suraj Giri,Vajja Venkata Giridhar",http://www.imdb.com/title/tt0944195/?ref_=adv_li_tt
974,Dudubasavanna,0,Musical,1978,,B.V. Prasad,Telugu,0,"Anjali Devi,Pandharibai,Unnimary",http://www.imdb.com/title/tt0371651/?ref_=adv_li_tt
975,Dum Dum Dum,151,"Comedy, Romance",2001,2001-11-17,Azhagam Perumal,Telugu,0,"Madhavan,Jyothika,Murali,Delhi Kumar,Vivek,Richa Ahuja,Kalpana,V.K. Ramasamy,Manivannan,M.S. Bhaskar,Vaiyapuri,Sheela Kaur,Chinni Jayanth,Preetha",http://www.imdb.com/title/tt0386422/?ref_=adv_li_tt
976,Dwaraka,0,,2016,,Srinivasa Ravindra,Telugu,0,"Vijay Deverakonda,Pooja Jhaveri,Prabhakar,Surekha Vani",http://www.imdb.com/title/tt6025224/?ref_=adv_li_tt
977,Dynamite,0,Action,2015,2015-09-03,Katta Deva,Telugu,0,"J.D. Chakravarthi,Viva Harsha,Vishnu Manchu,Nagineedu,Venkateswara Rao Paruchuri,Ravi Prakash,Pranitha,Praveen,Raja Ravindra,Prabhas Sreenu",http://www.imdb.com/title/tt4697076/?ref_=adv_li_tt
978,E,0,"Action, Drama, Thriller",2006,2006-10-21,S.P. Jhananathan,Tamil,0,"Jiiva,Nayanthara,Pasupathy,Ashish Vidyarthi,Karunas",http://www.imdb.com/title/tt0910869/?ref_=adv_li_tt
979,Edadugula Bandham,142,Drama,1985,,Narayana Rao Dasari,Telugu,0,"Mohan Babu,Giribabu,Jayasudha,Satyanarayana Kaikala,Ranganath",http://www.imdb.com/title/tt0262389/?ref_=adv_li_tt
980,Edantastulameda,0,"Drama, Romance",1980,,Narayana Rao Dasari,Telugu,0,"Akkineni Nageshwara Rao,Sujatha,Prabhakar Reddy,Jayasudha,Jaya Prada",http://www.imdb.com/title/tt0262390/?ref_=adv_li_tt
981,Edi Dharmam Edi Nyayam,0,,1982,,Bapu,Telugu,0,,http://www.imdb.com/title/tt0155686/?ref_=adv_li_tt
982,Edi Nijam,0,Drama,1956,,Sundaram Balachander,Telugu,0,"Nagabhushanam,Showkar Janaki,Gummadi,Ramana Reddy,Vangara,Joga Rao,Sitaram,Hemalatha,Kongara Jaggaiah,Sivaram Peketi",http://www.imdb.com/title/tt0315539/?ref_=adv_li_tt
983,Edo Saritha,0,,1979,,K. Balachander,Telugu,0,,http://www.imdb.com/title/tt0154439/?ref_=adv_li_tt
984,Edu Kondalaswamy,0,"Drama, Musical",1991,,Kamalakara Kameshwara Rao,Telugu,0,"Arun Govil,Bhanupriya,Daggubati Raja,Ramana Murthi J.V.,Pradeep Shakti,Varalakshmi,Srinivasa Rao Kota",http://www.imdb.com/title/tt0263302/?ref_=adv_li_tt
985,Edureetha,0,,1977,,V. Madhusudan Rao,Telugu,0,"Taraka Rama Rao Nandamuri,Vanisri,Jayasudha,Kongara Jaggaiah,Mukkamala",http://www.imdb.com/title/tt1380087/?ref_=adv_li_tt
986,Edurinti Mogudu Pakkinti Pellam,0,Comedy,1991,,Narasimha Rao Relangi,Telugu,0,"Rajendraprasad,Divyavani,Aditya Y.S.,Annapoorna,Vijaya Y.,Srilakshmi,Raavi Kondala Rao,Suthi Velu,Mallikharjunarao,Babu Mohan,K. Viswanath,Suryakala",http://www.imdb.com/title/tt0268279/?ref_=adv_li_tt
987,Eduruleni Manishi,0,"Action, Comedy, Drama",2001,2001-03-30,Srinivasa Rao Jonnalagadda,Hindi,0,"Nagarjuna Akkineni,Soundarya,Srinivasa Rao Kota,Ranganath,Nassar,Sriram L.B.,Kallu Chidambaram,Satya Prakash,Surya,Ponnambalam,Achyuth,Ali,Ananth,Balaiah,Brahmanandam",http://www.imdb.com/title/tt0319336/?ref_=adv_li_tt
988,Ee Abbai Chala Manchodu,0,Comedy,2003,2003-01-14,Ahathian,Telugu,0,"Ravi Teja,Sangeetha,Vani,Preeti Nigam,Sana,Ajay Ratnam,Banerji",http://www.imdb.com/title/tt2363161/?ref_=adv_li_tt
989,Ee Chaduvulu Makkodu,0,Drama,1984,1984-03-17,Satyanarayana Vejella,Telugu,0,"Sai Chand,Rajendraprasad,Ranganath",http://www.imdb.com/title/tt0788064/?ref_=adv_li_tt
